,btc_PriceUSD,btc_AdrActCnt,btc_BlkCnt,btc_BlkSizeByte,btc_BlkSizeMeanByte,btc_DiffMean,btc_FeeMeanNtv,btc_FeeMedNtv,btc_FeeTotNtv,btc_TxCnt,btc_TxTfr,btc_TxTfrValMeanNtv,btc_TxTfrValMedNtv,btc_TxTfrValNtv
2017-11-28,9890.35373290473,1025283.0,156.0,165818739.0,1062940.63461538,1347001430558.57,0.000672593423496452,0.00036316,245.599506370083,365153.0,925937.0,2.62178426161432,0.01589199,2427607.05384638
2017-11-29,9701.59123691242,1132724.0,173.0,184080567.0,1064049.52023121,1347001430558.56,0.000728711435043234,0.0003927,290.663316229969,398873.0,1019137.0,2.73417403857403,0.018,2786497.92715022
2017-11-30,9979.92132524839,1086490.0,167.0,178413005.0,1068341.34730539,1347001430558.56,0.000703844272036589,0.0003842,270.234673649997,383941.0,979429.0,2.34788423408007,0.01252764,2299585.90750081
2017-12-01,10802.9287357261,1115596.0,183.0,195286453.0,1067139.08743169,1347001430558.56,0.000590144283345294,0.00036584,243.417992840052,412472.0,1010698.0,1.89779275598106,0.012068845,1918095.34288455
2017-12-02,10905.9746139783,943132.0,161.0,166857498.0,1036381.97515528,1347001430558.56,0.000582272749926221,0.00035499,189.410996459989,325296.0,787134.0,2.1243818219662,0.01056306,1672173.16105154
2017-12-03,11119.7816513824,1008744.0,176.0,184331058.0,1047335.55681818,1347001430558.56,0.000537851856152703,0.00033664,186.705590529956,347132.0,856728.0,1.89325920456953,0.01034443,1622008.17181244
2017-12-04,11539.2894424313,1155119.0,181.0,193670739.0,1070004.08287293,1347001430558.56,0.000564464342294254,0.00033763,229.898988580042,407287.0,1018096.0,2.22212134702814,0.012,2262332.85492396
2017-12-05,11659.1097470078,1146460.0,178.0,188438751.0,1058644.66853933,1347001430558.56,0.000544276392476359,0.00030608,220.325260779914,404804.0,1025116.0,2.33383973797862,0.012830285,2392456.45683769
2017-12-06,13566.8457988819,1228561.0,188.0,199069707.0,1058881.42021277,1414461887092.48,0.000583871447221363,0.00031648,258.594912359883,442897.0,1117983.0,2.52178133428703,0.01770539,2819308.66145022
2017-12-07,16618.0513448942,1065803.0,152.0,157681200.0,1037376.31578947,1590896927258.08,0.000986391272186587,0.0006696,369.842475549847,374945.0,965147.0,2.9668151359033,0.020898455,2863412.72797166
2017-12-08,15900.7036474684,1126652.0,156.0,165131013.0,1058532.13461538,1590896927258.08,0.00167583951804572,0.00102812,646.024403329879,385493.0,1007987.0,1.93419495864751,0.01625,1949643.37378223
2017-12-09,14687.0836493543,1182172.0,174.0,182757337.0,1050329.52298851,1590896927258.09,0.0013992980939157,0.00093359,561.830778389885,401509.0,985794.0,2.36913426624519,0.0131,2335478.34485891
2017-12-10,15214.3087442832,1073634.0,164.0,173216516.0,1056198.26829268,1590896927258.09,0.00134824943546638,0.00085309,453.76817824992,336561.0,823284.0,2.03817406934047,0.01140099,1677996.1005029
2017-12-11,16790.2914289808,1163072.0,171.0,181507480.0,1061447.25146199,1590896927258.09,0.00130923295258277,0.00085571,493.020471419927,376572.0,1003654.0,2.37643187259331,0.011494725,2385115.35465577
2017-12-12,17042.6580254237,1099485.0,156.0,165616305.0,1061642.98076923,1590896927258.08,0.00145252730052952,0.0008814,541.210219650058,372599.0,988428.0,2.64002980254675,0.0147,2609479.37767168
2017-12-13,16192.1901211866,1251052.0,186.0,195516290.0,1051162.84946237,1590896927258.08,0.00142083586056859,0.00085734,593.33537203007,417596.0,1066956.0,2.57590079890676,0.01589386,2748372.81279836
2017-12-14,16385.8446364699,1290363.0,185.0,193719572.0,1047132.82162162,1590896927258.08,0.0013098468951022,0.00085851,652.489752019877,498142.0,1226635.0,1.89221463081614,0.02302564,2321056.69367115
2017-12-15,17528.9367120188,1179313.0,169.0,179386617.0,1061459.27218935,1590896927258.09,0.00148195853154459,0.0009397,594.083090249908,400877.0,1057427.0,2.01575703785302,0.01551277,2131515.91726581
2017-12-16,19451.7048930516,1132973.0,171.0,180183433.0,1053704.28654971,1590896927258.09,0.00144986228779794,0.00089592,532.009568159946,366938.0,932136.0,2.08865517653344,0.01392,1946910.68163317
2017-12-17,18966.461453655,1175732.0,185.0,192451622.0,1040279.03783784,1590896927258.08,0.00136781660091827,0.00088277,532.369267059864,389211.0,987728.0,1.93191298689664,0.01400831,1908204.55072144
2017-12-18,18906.6312568535,1204183.0,182.0,189766071.0,1042670.71978022,1725798815570.32,0.00148633328739248,0.00088238,591.631992379936,398048.0,1050414.0,2.33958290447958,0.01837432,2457530.63702601
2017-12-19,17414.0077994224,1046267.0,140.0,148485217.0,1060608.69285714,1873105475221.62,0.00177963253768725,0.00110308,673.608711840131,378510.0,981918.0,1.41755746396477,0.028153575,1391925.18990136
2017-12-20,16383.3975763598,1027644.0,136.0,145824441.0,1072238.53676471,1873105475221.62,0.00248609436429123,0.00165462,920.784714080414,370374.0,954332.0,1.73945134692149,0.0305,1660014.08281028
2017-12-21,15526.7989763296,998866.0,132.0,137014125.0,1037985.79545455,1873105475221.62,0.00340318254719633,0.00204671,1138.20801564005,334454.0,930362.0,1.33235743597543,0.0295,1239574.72884897
2017-12-22,13720.9210151321,1110734.0,155.0,164807806.0,1063276.16774194,1873105475221.62,0.00393605706082966,0.00226,1495.74891579819,380012.0,1016520.0,1.32259192325074,0.03099706,1344441.14182284
2017-12-23,14243.3969539134,979504.0,139.0,147244847.0,1059315.44604317,1873105475221.62,0.00343445099953126,0.00226,1055.0770848589,307204.0,841912.0,1.51461403729074,0.02,1275171.73336352
2017-12-24,13515.6429235157,1020552.0,152.0,161757869.0,1064196.50657895,1873105475221.62,0.00314581297821706,0.00192363,863.176477279302,274389.0,737860.0,1.49368124752252,0.0142,1102127.64529697
2017-12-25,13776.8770261031,878323.0,135.0,142145768.0,1052931.61481481,1873105475221.62,0.00302487933292635,0.0018072,693.695577419986,229330.0,660134.0,2.10407785380904,0.01684439,1388973.32994638
2017-12-26,15645.4549706973,911656.0,142.0,148724853.0,1047358.11971831,1873105475221.62,0.00291846270556472,0.0015327,722.074368759762,247416.0,682801.0,2.61556656008546,0.02,1785911.46279291
2017-12-27,15387.7346445276,1037747.0,156.0,167020684.0,1070645.41025641,1873105475221.62,0.00255447613472722,0.00146322,796.827958609928,311934.0,859197.0,1.97910055768441,0.025,1700437.26186077
2017-12-28,14198.7785436735,999488.0,149.0,161098617.0,1081198.77181208,1873105475221.62,0.00255713065257135,0.00146859,774.89241591009,303032.0,831794.0,1.68418955869969,0.023,1400898.76978905
2017-12-29,14447.7535230608,1096215.0,165.0,172838671.0,1047507.0969697,1873105475221.62,0.00222376947148034,0.0012582,793.416485959806,356789.0,975138.0,1.53148542606971,0.02372515,1493409.63540676
2017-12-30,12691.781690903,998615.0,147.0,152278206.0,1035906.16326531,1873105475221.62,0.00226263296300788,0.00120776,764.871759980285,338045.0,895296.0,1.56894806212574,0.0288,1404672.92422893
2017-12-31,13864.3723363064,1007208.0,163.0,169137671.0,1037654.42331288,1873105475221.62,0.00185578057995747,0.00113986,543.71958477991,292987.0,779276.0,1.41839549504439,0.015583,1105321.56779621
2018-01-01,13413.6175471196,972783.0,156.0,162739266.0,1043200.42307692,1924440572264.7,0.00197506536831868,0.00107509,477.225169619912,241625.0,677625.0,1.43719956470424,0.01739,973882.35503271
2018-01-02,14742.1296312098,1142721.0,171.0,178127198.0,1041679.52046784,1931136454487.71,0.0018910276831149,0.00090316,649.878137690269,343664.0,960051.0,1.62883962781513,0.026026,1563769.11352354
2018-01-03,15007.3798643076,1130917.0,157.0,167194877.0,1064935.52229299,1931136454487.72,0.00188949631777439,0.00103417,750.020447369625,396942.0,1049679.0,1.29738939451849,0.03274646,1361842.40224877
2018-01-04,15079.2989790941,1253986.0,168.0,179114912.0,1066160.19047619,1931136454487.71,0.00182930174420028,0.0010428,777.017867470151,424762.0,1191394.0,1.24106252585155,0.0333,1478594.44692438
2018-01-05,16972.961158132,1069525.0,143.0,152867353.0,1069002.46853147,1931136454487.72,0.00207492240831249,0.00108971,704.313737199907,339441.0,1002989.0,1.66938501553329,0.03146711,1674374.80734472
2018-01-06,17144.0581505098,1163503.0,168.0,176904246.0,1053001.46428571,1931136454487.71,0.00191939278814486,0.0010431,684.205947189797,356470.0,1001908.0,1.8829387160178,0.021179765,1886531.36308796
2018-01-07,16246.810503261,1130388.0,162.0,169893059.0,1048722.58641975,1931136454487.72,0.00186780225307731,0.00114495,695.879614219857,372566.0,1037841.0,2.08768943157564,0.02783524,2166689.68735589
2018-01-08,14882.0343572282,1157303.0,166.0,174459805.0,1050962.68072289,1931136454487.71,0.00201346982452184,0.0011452,696.368606160105,345855.0,1009968.0,1.72650007216886,0.026,1743709.82488824
2018-01-09,14344.8209947399,1145338.0,164.0,173398782.0,1057309.64634146,1931136454487.71,0.00209362244216257,0.00119899,742.972170539623,354874.0,1020826.0,1.51682592057933,0.02980057,1548415.33720132
2018-01-10,14653.104436412,1118949.0,166.0,175122775.0,1054956.47590361,1931136454487.71,0.00206790723581468,0.00114788,719.013413799781,347701.0,992673.0,1.48271483366509,0.03,1471850.98207883
2018-01-11,13171.8623207887,1222969.0,193.0,204184080.0,1057948.60103627,1931136454487.71,0.00207402255767662,0.00114919,693.928541369795,334581.0,919101.0,1.36084353951472,0.0270337,1250752.65801152
2018-01-12,13770.8488178333,1153290.0,178.0,187564284.0,1053731.93258427,1931136454487.71,0.00204803525286568,0.00114976,624.091638499808,304727.0,855740.0,1.42955539024884,0.025,1223327.72965154
2018-01-13,14217.4145891292,939348.0,149.0,151160328.0,1014498.84563758,2144210928915.25,0.00199312856203463,0.00115185,526.791851459727,264304.0,730867.0,1.25355641699386,0.025,916183.01781905
2018-01-14,13625.0366373296,971840.0,155.0,162890551.0,1050906.78064516,2227847638503.63,0.00208404267206684,0.00103609,491.921600399913,236042.0,668808.0,1.27819467255163,0.02022177,854866.82255991
2018-01-15,13579.8291303997,949563.0,150.0,158887592.0,1059250.61333333,2227847638503.63,0.00186972039325492,0.00094341,508.823838099861,272139.0,754313.0,1.26723633020045,0.02542,955892.83794249
2018-01-16,11176.7624202881,1001819.0,159.0,167070105.0,1050755.37735849,2227847638503.63,0.00200538423196264,0.00103458,613.988490299934,306170.0,846189.0,2.44431045429388,0.032308,2068348.61900848
2018-01-17,11073.3397915165,1090483.0,167.0,177245355.0,1061349.43113772,2227847638503.63,0.00214598396812011,0.00114739,674.358294110125,314242.0,872689.0,1.76482512685888,0.03319715,1540143.47513335
2018-01-18,11083.6094731134,1050790.0,173.0,181847094.0,1051139.2716763,2227847638503.63,0.00211276424936585,0.00113,650.505323029856,307893.0,845675.0,1.57238812093024,0.02686267,1329729.32416768
2018-01-19,11385.5435883136,1027992.0,165.0,172841278.0,1047522.8969697,2227847638503.63,0.00201868206934777,0.0010246,489.855409630015,242661.0,655942.0,1.57842944946721,0.02297097,1035358.16994242
2018-01-20,12744.868119813,970060.0,178.0,198811083.0,1116916.19662921,2227847638503.63,0.00178466054402424,0.00097291,421.738487139915,236313.0,640700.0,1.37918484588647,0.015,883643.73075946
2018-01-21,11392.3086253653,988506.0,187.0,200286411.0,1071050.32620321,2227847638503.63,0.00158295603361306,0.00084638,344.253363409941,217475.0,594214.0,1.20391534972049,0.01418872,715383.35561881
2018-01-22,10730.1599403692,946599.0,167.0,180040695.0,1078087.99401198,2227847638503.63,0.00125965079973449,0.00063505,315.01725095,250083.0,665480.0,1.57442306662355,0.0192556,1047747.06237664
2018-01-23,10840.1080478685,893416.0,177.0,189313107.0,1069565.57627119,2227847638503.63,0.0010892382385881,0.00047626,289.826688999801,266082.0,641354.0,1.68393422738944,0.0184484,1079997.95247313
2018-01-24,11233.1734276584,940167.0,176.0,189192216.0,1074955.77272727,2227847638503.63,0.00110330844965584,0.00052725,277.623298569931,251628.0,655761.0,1.67067481381587,0.01992536,1095563.38658271
2018-01-25,11140.2897646564,854029.0,158.0,174676495.0,1105547.43670886,2472459380001.35,0.000941404624652456,0.00049958,224.486405389939,238459.0,622944.0,1.3859008047855,0.01769298,863338.5909363
2018-01-26,11035.8656588085,807029.0,155.0,161935440.0,1044744.77419355,2603077300218.58,0.000933315403813554,0.0005001,204.25700943996,218851.0,580978.0,1.76115474479956,0.017726,1023192.16132416
2018-01-27,11392.7608854471,860840.0,157.0,162030325.0,1032040.2866242,2603077300218.58,0.000872417168845344,0.00045277,167.848701199986,192395.0,595499.0,1.04877404466924,0.009076,624543.89482649
2018-01-28,11704.3732285213,765711.0,158.0,162023689.0,1025466.38607595,2603077300218.58,0.000720463226094769,0.00043013,153.961550490004,213698.0,573734.0,1.67716032175221,0.01347562,962243.90004018
2018-01-29,11190.4533933399,775230.0,148.0,149827792.0,1012349.94594595,2603077300218.59,0.000627976553455674,0.00042774,144.442770990016,230013.0,596661.0,1.36468605207719,0.01645914,814254.94451843
2018-01-30,10026.1754615118,845185.0,167.0,166361461.0,996176.413173653,2603077300218.58,0.000679087229893886,0.00042808,162.67806227002,239554.0,612982.0,1.3576321861076,0.02091806,832204.09270461
2018-01-31,10103.0044868342,685452.0,117.0,123066151.0,1051847.44444444,2603077300218.59,0.000798626730754464,0.00037301,166.40186562,208360.0,552597.0,1.38689496838294,0.02463526,766393.99884351
2018-02-01,9094.42869430118,833934.0,160.0,168502440.0,1053140.25,2603077300218.58,0.000845352208611553,0.00038992,213.449741970016,252498.0,660268.0,1.53111870951868,0.02448,1010948.68809648
2018-02-02,8847.98670134425,853582.0,168.0,171781052.0,1022506.26190476,2603077300218.58,0.00114875825199063,0.00044865,273.104638069968,237739.0,632968.0,1.82164912523603,0.03021264,1153045.6035024
2018-02-03,9137.27312872504,714800.0,158.0,157350763.0,995890.905063291,2603077300218.58,0.000746452736581199,0.00040789,142.447815080011,190833.0,498555.0,1.36047604674068,0.016391155,678272.1354828
2018-02-04,8271.34120382281,711645.0,178.0,175907510.0,988244.438202247,2603077300218.58,0.000646218098898744,0.00035597,111.550814449986,172621.0,454924.0,1.33176331556271,0.0146124,605851.09456905
2018-02-05,6887.6577875743,915758.0,185.0,204696944.0,1106469.96756757,2603077300218.58,0.000800310668771255,0.00032092,177.20558858999,221421.0,574790.0,2.61441742859961,0.024,1502740.99378477
2018-02-06,7728.17840395724,999753.0,170.0,181446458.0,1067332.10588235,2615858332416.11,0.00066533495194564,0.00031974,163.030349949983,245035.0,679140.0,2.14114752767044,0.020908,1454138.9319421
2018-02-07,7624.96943753521,804119.0,141.0,150936143.0,1070469.09929078,2874674234415.94,0.000579877778805039,0.00031723,120.424378079992,207672.0,542188.0,1.7119195316005,0.02034259,928182.22699941
2018-02-08,8235.97702337814,753618.0,131.0,137457827.0,1049296.38931298,2874674234415.94,0.000506058428514276,0.00028928,89.8096832499717,177469.0,462530.0,2.13780787653774,0.01507262,988800.277135
2018-02-09,8667.93611338399,781921.0,135.0,145271123.0,1076082.39259259,2874674234415.94,0.000513169327741899,0.00030528,91.7777684199725,178845.0,515266.0,1.76533739409802,0.01334326,909618.33770731
2018-02-10,8536.5837019287,737187.0,143.0,147776319.0,1033400.83216783,2874674234415.94,0.000470614079351124,0.00026321,82.9716152600033,176305.0,460467.0,2.7903772396681,0.016287975,1284876.63641825
2018-02-11,8097.41039509059,814528.0,151.0,151372013.0,1002463.66225166,2874674234415.94,0.000421351424079096,0.00024882,62.3056564299968,147871.0,416930.0,2.62937834296237,0.01247451,1096266.7125313
2018-02-12,8917.67944324211,912131.0,166.0,173023444.0,1042309.90361446,2874674234415.94,0.000373784309368755,0.0002005,69.3926832499977,185649.0,484002.0,2.79079681623518,0.01617439,1350751.24065146
2018-02-13,8520.16185426934,868109.0,164.0,170183159.0,1037702.18902439,2874674234415.94,0.000375425330830222,0.00019478,70.6922143699877,188299.0,485738.0,2.25949831065819,0.0175518,1097524.19042249
2018-02-14,9462.59533752192,937769.0,179.0,181860218.0,1015978.87150838,2874674234415.94,0.000320791457101677,0.00014875,63.4316987699764,197735.0,513386.0,2.09289290061498,0.01588349,1074461.91467512
2018-02-15,10089.9381472823,779005.0,131.0,139186188.0,1062489.98473282,2874674234415.94,0.000324140967468594,0.00017156,63.5001879499818,195903.0,522213.0,1.74023049575583,0.016417,908770.98788014
2018-02-16,10182.464714892,773561.0,157.0,155340944.0,989432.76433121,2874674234415.94,0.000312053598418776,0.00012096,57.7839009799647,185173.0,469472.0,1.45474945423719,0.014111,682964.13577964
2018-02-17,11051.861770793,765638.0,149.0,144013337.0,966532.463087248,2874674234415.94,0.000278186232189053,0.00010192,47.8522047299848,172015.0,445398.0,2.45062414192762,0.01291851,1091503.09156628
2018-02-18,10439.4463267946,730130.0,162.0,157751659.0,973775.672839506,2874674234415.94,0.000279782575830345,0.0001,44.8561414699746,160325.0,428792.0,3.13005965928896,0.01052297,1342144.54142583
2018-02-19,11144.167042602,857787.0,162.0,163784496.0,1011015.40740741,2874674234415.94,0.000271555492269077,7.025e-05,52.0389936499951,191633.0,504809.0,2.92849540008292,0.0128,1478330.83442046
2018-02-20,11241.8976569258,703065.0,141.0,142211726.0,1008593.80141844,2972559353064.41,0.000261525141671606,4.381e-05,50.7371851099647,194005.0,502241.0,1.92398840036019,0.015163265,966305.8581853
2018-02-21,10455.6178622247,713740.0,169.0,167091223.0,988705.461538462,3007383866429.74,0.000196274146306341,1.872e-05,40.8897928999831,208330.0,536286.0,2.06853056114655,0.0136647,1109323.98051504
2018-02-22,9871.3378761066,719848.0,149.0,136800962.0,918127.261744966,3007383866429.73,0.000202428165528263,1.987e-05,36.9860549800038,182712.0,555475.0,1.99104723737101,0.01008,1105976.96417866
2018-02-23,10167.8243619835,732287.0,148.0,148854557.0,1005774.03378378,3007383866429.73,0.000432154635401393,7.023e-05,78.10460371999,180733.0,472286.0,1.51995787069032,0.012465055,717854.82291685
2018-02-24,9669.75662176608,690001.0,145.0,147055607.0,1014176.6,3007383866429.73,0.000601823405933869,0.00023843,92.1518017399844,153121.0,405255.0,1.43728456364911,0.01179943,582466.75584162
2018-02-25,9588.85474430158,526879.0,171.0,119531269.0,699013.269005848,3007383866429.74,0.000285814344853937,0.00013926,41.1415458699944,143945.0,405647.0,1.11034437216469,0.01062862,450407.86353549
2018-02-26,10316.0162969985,688379.0,141.0,142768390.0,1012541.77304965,3007383866429.73,0.000244296073989969,4.569e-05,46.9046019099932,191999.0,519234.0,1.29334028488381,0.0119013,671546.24948136
2018-02-27,10657.2530852334,699046.0,160.0,161572338.0,1009827.1125,3007383866429.74,0.000231830861637469,4.35e-05,49.929180839985,215369.0,564907.0,1.19279412287614,0.014,673817.74957159
2018-02-28,10311.1677747467,817155.0,155.0,164123462.0,1058861.04516129,3007383866429.74,0.000276602869687298,5.65e-05,52.6046103599846,190181.0,532704.0,1.66036659062988,0.01089705,884483.9242949
2018-03-01,10932.4106859726,821011.0,165.0,176603773.0,1070325.8969697,3007383866429.74,0.000218809291550486,6.253e-05,51.7921593099827,236700.0,631743.0,1.49420025013925,0.01184196,943950.54862372
2018-03-02,11022.8927748182,752300.0,156.0,134103472.0,859637.641025641,3007383866429.74,0.000214551998475792,5.465e-05,41.3842913299883,192887.0,598935.0,1.21086840664282,0.00824726,725231.46913262
2018-03-03,11434.0100509704,934083.0,180.0,175922667.0,977348.15,3007383866429.74,0.000215544386594155,5.376e-05,38.7617781299916,179832.0,505229.0,1.16800756272015,0.009587375,590111.29290554
2018-03-04,11480.5158415222,792569.0,148.0,148184920.0,1001249.45945946,3007383866429.73,0.000208488905177369,5.47e-05,32.2838815000022,154847.0,417869.0,1.04056687720647,0.0095,434820.64041139
2018-03-05,11544.8681354458,857168.0,149.0,151655209.0,1017820.19463087,3243085498431.97,0.00022149121272646,4.54e-05,45.5775757899888,205776.0,535978.0,1.36028834878751,0.011535355,729084.62860643
2018-03-06,10676.2805603472,834323.0,156.0,158911149.0,1018661.21153846,3290605988755.0,0.000178627284867179,4.065e-05,37.2934472799955,208778.0,533311.0,1.21250763075935,0.011369,646643.6570679
2018-03-07,9896.4074628872,922143.0,157.0,161156119.0,1026472.0955414,3290605988755.0,0.000162351515366508,2.923e-05,34.5537600699843,212833.0,557770.0,1.16251495538519,0.01087047,648415.9666652
2018-03-08,9334.33005318527,903578.0,162.0,164773710.0,1017121.66666667,3290605988755.0,0.000182253268818563,2.713e-05,34.6060684299991,189879.0,484597.0,1.45323471126255,0.012362265,704233.1813737
2018-03-09,9271.4349672706,888997.0,146.0,149854753.0,1026402.41780822,3290605988755.0,0.000175395507990444,2.233e-05,35.4612884100025,202179.0,569726.0,1.41319372036367,0.011085045,805133.20552791
2018-03-10,8779.00694710695,803717.0,140.0,142356562.0,1016832.58571429,3290605988755.0,0.000299743651650446,4.618e-05,44.8131746399881,149505.0,382486.0,1.14441733184966,0.010766,437723.60758985
2018-03-11,9507.73748568089,889324.0,153.0,154691440.0,1011055.16339869,3290605988755.0,0.000224105864698475,3.344e-05,35.2370615300002,157234.0,413018.0,1.14351228871112,0.01,472291.15845889
2018-03-12,9146.76160052601,828676.0,161.0,149904924.0,931086.48447205,3290605988755.0,0.000176740765426767,2.263e-05,32.737691980001,185230.0,480906.0,1.37066775346409,0.0111,659162.3466474
2018-03-13,9161.11616533154,773506.0,158.0,142626550.0,902699.683544304,3290605988755.0,0.000310089959186952,8.898e-05,61.7702299599863,199201.0,496083.0,1.27330162168506,0.01154226,631663.28839039
2018-03-14,8213.42600253033,580666.0,144.0,108466479.0,753239.4375,3290605988755.0,0.000190544728130551,4.347e-05,36.7920910099955,193089.0,488176.0,1.41762899594372,0.01408247,692052.45272382
2018-03-15,8264.33731525642,602746.0,144.0,108238684.0,751657.527777778,3290605988755.0,0.000179522425815692,2.704e-05,36.0996260400045,201087.0,517898.0,1.53054428884699,0.014431665,792665.82610528
2018-03-16,8371.44848977206,601517.0,156.0,107696299.0,690360.891025641,3290605988755.0,0.000157893167548445,2.49e-05,29.724336150009,188256.0,522211.0,1.14472875093231,0.01077781,597789.94575311
2018-03-17,7870.74696201052,452543.0,149.0,75392683.0,505991.161073825,3290605988755.0,0.000140213536967088,1.87e-05,21.2328163300065,151432.0,391507.0,1.03722204114279,0.01099803,406079.68966169
2018-03-18,8194.42630803281,535510.0,151.0,105119998.0,696158.927152318,3387391380855.05,0.000153438480466352,1.686e-05,25.2423178600044,164511.0,433964.0,1.14913435646662,0.0129,498682.94186968
2018-03-19,8541.09933270717,587514.0,155.0,105927697.0,683404.496774194,3462542391191.56,0.000160315340475674,1.87e-05,31.0200564900029,193494.0,488899.0,1.32948349418972,0.013424825,649983.15082586
2018-03-20,8890.49300613676,567891.0,127.0,100350298.0,790159.826771653,3462542391191.56,0.00016280178437238,2.919e-05,31.4568863800064,193222.0,480856.0,1.19542684443339,0.01326157,574828.17070686
2018-03-21,8881.85122209234,586910.0,152.0,104781090.0,689349.276315789,3462542391191.56,0.00015734799766137,2.26e-05,31.3534767100065,199262.0,500991.0,1.38084109541419,0.01293817,691788.96123265
2018-03-22,8706.93432337368,577941.0,143.0,110802083.0,774839.741258741,3462542391191.56,0.000149779220434428,2.083e-05,27.0233167300041,180421.0,456732.0,1.21739377729382,0.012164,556022.69469096
2018-03-23,8770.11720313669,619608.0,133.0,109704686.0,824847.263157895,3462542391191.56,0.000146571700621966,2.088e-05,25.9931719600086,177341.0,478753.0,1.23413295285139,0.01108031,590844.85357646
2018-03-24,8603.00090508808,543804.0,156.0,94088590.0,603131.987179487,3462542391191.56,0.000138568542418178,1.832e-05,22.0879642300034,159401.0,412876.0,1.24045605849948,0.01111837,512154.53560903
2018-03-25,8437.05648655757,454187.0,135.0,78731207.0,583194.125925926,3462542391191.56,0.000150751179158917,2.034e-05,20.7481862900052,137632.0,365031.0,1.65891915641083,0.01027332,605556.9185838
2018-03-26,8167.92054500292,582295.0,150.0,106647855.0,710985.7,3462542391191.56,0.000144107906463193,1.911e-05,27.0169179800017,187477.0,479630.0,1.62878214469358,0.012916795,781212.78005938
2018-03-27,7833.38076080077,598612.0,152.0,115999192.0,763152.578947368,3462542391191.56,0.00014545309376146,1.94e-05,26.9710762700054,185428.0,464825.0,1.44820392931841,0.01249963,673161.39144543
2018-03-28,7935.99059273519,552755.0,135.0,98119894.0,726814.02962963,3462542391191.56,0.00013653580075676,2.044e-05,24.7177586900046,181035.0,464691.0,1.46214207092044,0.012214185,679444.26107809
2018-03-29,7113.88401461134,559619.0,152.0,102044910.0,671348.092105263,3462542391191.56,0.000140680627519045,1.92e-05,26.666857030004,189556.0,485204.0,1.33213220991766,0.0133393,646355.87678089
2018-03-30,6838.16997230188,571020.0,162.0,101604671.0,627189.327160494,3462542391191.56,0.000139526265609116,1.87e-05,25.6654379800051,183947.0,512212.0,1.47236439026013,0.01170792,754162.70906392
2018-03-31,6922.47509585038,475498.0,128.0,85882415.0,670956.3671875,3462542391191.56,0.000135017098074939,1.808e-05,20.1572426400027,149294.0,375087.0,1.30067068537459,0.01192102,487864.6653651
2018-04-01,6804.30164551212,425276.0,162.0,73269896.0,452283.308641975,3495786316806.43,0.000134980147945124,1.87e-05,18.0739767900056,133901.0,369698.0,1.52890012682782,0.010209315,565231.31908799
2018-04-02,7037.32229047341,485666.0,156.0,87543744.0,561177.846153846,3511060552899.73,0.000127163857700983,1.72e-05,21.2542943400059,167141.0,419956.0,1.93358705888553,0.01294062,812021.48690133
2018-04-03,7416.18538179578,605514.0,163.0,112763807.0,691802.496932515,3511060552899.73,0.000126311341502947,1.656e-05,25.7169891300051,203600.0,511976.0,1.98742588800618,0.014014445,1017514.35643785
2018-04-04,6778.95647632963,565002.0,147.0,105516114.0,717796.693877551,3511060552899.73,0.000133930746169655,1.951e-05,24.633346420007,183926.0,487359.0,1.3284886671528,0.0121,647450.90833492
2018-04-05,6798.57304325715,534893.0,156.0,100362004.0,643346.179487179,3511060552899.73,0.000134432863340444,1.87e-05,24.3870624400079,181407.0,454678.0,1.41060992192457,0.0139,641373.29808082
2018-04-06,6607.20056663134,631476.0,138.0,112545736.0,815548.811594203,3511060552899.73,0.000201792624265004,2.486e-05,34.2843650699993,169899.0,517317.0,1.3562596222123,0.00929081,701616.158984
2018-04-07,6884.47603493066,502038.0,180.0,97445691.0,541364.95,3511060552899.74,0.000175376389824528,1.944e-05,27.3350410000043,155865.0,384076.0,1.33154277834288,0.01181516,511413.62413482
2018-04-08,7013.55663683914,414992.0,161.0,71186540.0,442152.422360248,3511060552899.73,0.000151231182442584,1.85e-05,21.1375823700071,139770.0,372535.0,1.2443310264547,0.01020849,463556.8589403
2018-04-09,6735.84632272057,535496.0,147.0,107930533.0,734221.31292517,3511060552899.73,0.000127306537288574,2.109e-05,22.1659777400028,174115.0,426584.0,1.65392292138301,0.01410615,705537.05549525
2018-04-10,6819.33581201483,569509.0,164.0,111602129.0,680500.786585366,3511060552899.73,0.000123497952044025,1.946e-05,23.2492304600089,188256.0,487260.0,1.44740985586005,0.0142,705264.92636637
2018-04-11,6947.02287416661,533732.0,161.0,101324892.0,629347.155279503,3511060552899.73,0.000124390551971326,1.966e-05,22.3847017799989,179955.0,449303.0,1.47309051171481,0.0144,661863.986185
2018-04-12,7904.53860158402,629328.0,154.0,129743811.0,842492.279220779,3511060552899.73,0.000169330422535862,4.314e-05,36.6644390699919,216526.0,533126.0,1.63611805276663,0.01477614,872257.07299926
2018-04-13,7917.27961533474,638968.0,165.0,117358675.0,711264.696969697,3511060552899.73,0.000167039072902945,5.016e-05,35.6312716799955,213311.0,574375.0,1.41596033480218,0.01152981,813292.217302
2018-04-14,8003.45864838087,502546.0,137.0,112008466.0,817580.04379562,3808168486623.19,0.000147155540434917,3.74e-05,24.286991860004,165043.0,424746.0,1.04401751091758,0.010662035,443442.2616922
