,btc_PriceUSD,btc_AdrActCnt,btc_BlkCnt,btc_BlkSizeByte,btc_BlkSizeMeanByte,btc_DiffMean,btc_FeeMeanNtv,btc_FeeMedNtv,btc_FeeTotNtv,btc_TxCnt,btc_TxTfr,btc_TxTfrValMeanNtv,btc_TxTfrValMedNtv,btc_TxTfrValNtv
2010-06-11,,356.0,168.0,62190.0,370.178571428571,16.6463076592246,0.0,0.0,0.0,80.0,102.0,101.212647058824,48.5,10323.69
2010-06-12,,290.0,135.0,49980.0,370.222222222222,17.3814881581402,0.0,0.0,0.0,78.0,88.0,160.580681818182,50.0,14131.1
2010-06-13,,351.0,172.0,62178.0,361.5,17.3814881581402,0.0,0.0,0.0,72.0,87.0,166.252873563218,50.0,14464.0
2010-06-14,,415.0,161.0,70888.0,440.298136645963,17.3814881581402,0.0,0.0,0.0,88.0,117.0,366.273675213675,50.0,42854.02
2010-06-15,,371.0,184.0,66782.0,362.945652173913,17.3814881581402,0.0,0.0,0.0,89.0,115.0,313.243391304348,50.0,36022.99
2010-06-16,,291.0,142.0,57658.0,406.042253521127,17.3814881581402,0.0,0.0,0.0,48.0,59.0,484.052203389831,50.0,28559.08
2010-06-17,,279.0,146.0,46683.0,319.746575342466,17.3814881581402,0.0,0.0,0.0,57.0,65.0,335.053076923077,50.0,21778.45
2010-06-18,,274.0,150.0,49878.0,332.52,17.3814881581402,0.0,0.0,0.0,42.0,45.0,256.363111111111,50.0,11536.34
2010-06-19,,385.0,150.0,72800.0,485.333333333333,17.3814881581402,0.0,0.0,0.0,67.0,82.0,713.143780487805,50.0,58477.79
2010-06-20,,305.0,185.0,54342.0,293.740540540541,17.3814881581402,0.0,0.0,0.0,40.0,51.0,528.686470588235,50.0,26963.01
2010-06-21,,352.0,154.0,61319.0,398.175324675325,17.3814881581402,0.0,0.0,0.0,91.0,125.0,305.26472,50.0,38158.09
2010-06-22,,366.0,156.0,61064.0,391.435897435897,17.3814881581402,0.0,0.0,0.0,73.0,94.0,344.081276595745,50.0,32343.64
2010-06-23,,347.0,187.0,65693.0,351.299465240642,17.3814881581402,0.0,0.0,0.0,67.0,87.0,443.045977011494,50.0,38545.0
2010-06-24,,366.0,169.0,61136.0,361.751479289941,18.351239411333,0.0,0.0,0.0,73.0,88.0,366.436022727273,50.0,32246.37
2010-06-25,,244.0,150.0,46690.0,311.266666666667,19.4047963283821,0.0,0.0,0.0,57.0,66.0,290.348484848485,50.0,19163.0
2010-06-26,,252.0,159.0,46175.0,290.408805031447,19.4047963283821,0.0,0.0,0.0,44.0,51.0,823.916470588235,50.0,42019.74
2010-06-27,,312.0,178.0,55727.0,313.073033707865,19.4047963283821,0.0,0.0,0.0,58.0,70.0,189.542857142857,50.0,13268.0
2010-06-28,,288.0,152.0,52642.0,346.328947368421,19.4047963283821,0.0,0.0,0.0,75.0,92.0,531.120108695652,50.0,48863.05
2010-06-29,,413.0,169.0,76362.0,451.846153846154,19.4047963283821,0.0,0.0,0.0,98.0,132.0,226.587803030303,50.0,29909.59
2010-06-30,,438.0,182.0,217906.0,1197.28571428571,19.4047963283821,0.0157471264367816,0.0,1.37,87.0,124.0,432.254677419355,5.0,53599.58
2010-07-01,,403.0,211.0,76155.0,360.924170616114,19.4047963283821,0.0,0.0,0.0,76.0,91.0,303.328681318681,50.0,27602.91
2010-07-02,,398.0,167.0,117771.0,705.215568862275,19.4047963283821,0.0,0.0,0.0,80.0,95.0,1168.08115789474,50.0,110967.71
2010-07-03,,326.0,212.0,67535.0,318.561320754717,19.4047963283821,0.0,0.0,0.0,66.0,79.0,392.658227848101,50.0,31020.0
2010-07-04,,431.0,166.0,78237.0,471.307228915663,19.4047963283821,0.0,0.0,0.0,58.0,64.0,288.4296875,50.0,18459.5
2010-07-05,,380.0,179.0,64658.0,361.217877094972,19.4047963283821,0.0,0.0,0.0,71.0,77.0,688.272857142857,50.0,52997.01
2010-07-06,,273.0,169.0,50702.0,300.011834319527,23.2588630871326,0.0,0.0,0.0,40.0,45.0,434.122222222222,50.0,19535.5
2010-07-07,,383.0,156.0,66436.0,425.871794871795,23.5012572229031,0.0,0.0,0.0,66.0,90.0,572.981222222222,50.0,51568.31
2010-07-08,,309.0,151.0,51147.0,338.721854304636,23.5012572229031,0.0,0.0,0.0,68.0,80.0,173.9,50.0,13912.0
2010-07-09,,349.0,199.0,61608.0,309.587939698492,23.5012572229031,0.0,0.0,0.0,68.0,85.0,136.141176470588,50.0,11572.0
2010-07-10,,405.0,198.0,67544.0,341.131313131313,23.5012572229031,0.0,0.0,0.0,42.0,53.0,386.844150943396,50.0,20502.74
2010-07-11,,717.0,179.0,107563.0,600.91061452514,23.5012572229031,0.0,0.0,0.0,238.0,415.0,161.366240963855,35.0,66966.99
2010-07-12,,3430.0,659.0,584741.0,887.315629742033,23.5012572229029,0.0,0.0,0.0,1581.0,2938.0,878.999305650102,5.0,2582499.96
2010-07-13,,2012.0,692.0,362820.0,524.306358381503,35.4239176990991,0.0,0.0,0.0,796.0,1289.0,235.947944142746,5.0,304136.9
2010-07-14,,6752.0,578.0,1643929.0,2844.1678200692,45.3858223410131,1.80245133381399e-06,0.0,0.01,5548.0,10879.0,29.254334038055,1.25,318257.9
2010-07-15,,2009.0,624.0,545443.0,874.107371794872,45.3858223410132,0.000928270042194093,0.0,0.66,711.0,1174.0,73.3056218057922,0.765,86060.8
2010-07-16,,1721.0,505.0,309367.0,612.607920792079,63.7198971084715,0.0004,0.0,0.27,675.0,1081.0,56.6145143385754,3.1,61200.29
2010-07-17,,895.0,173.0,139194.0,804.589595375723,181.54328936405,0.000524193548387097,0.0,0.13,248.0,400.0,106.083425,1.945,42433.37
2010-07-18,0.08584,860.0,172.0,136889.0,795.866279069767,181.54328936405,0.00318548387096774,0.0,0.79,248.0,396.0,48.7837373737374,1.85,19318.36
2010-07-19,0.0808,929.0,174.0,139254.0,800.310344827586,181.54328936405,0.000149700598802395,0.0,0.05,334.0,512.0,86.95115234375,2.625,44518.99
2010-07-20,0.0747357288135593,936.0,181.0,197425.0,1090.74585635359,181.54328936405,0.0,0.0,0.0,423.0,738.0,42.5288346883469,1.375,31386.28
2010-07-21,0.0791928626534191,784.0,207.0,124991.0,603.821256038647,181.543289364051,0.0,0.0,0.0,247.0,377.0,71.8223342175066,18.5,27077.02
2010-07-22,0.0584697603740503,594.0,176.0,100750.0,572.443181818182,181.54328936405,0.0,0.0,0.0,221.0,344.0,112.714622093023,1.01,38773.83
2010-07-23,0.0605928696668615,655.0,194.0,103001.0,530.932989690722,181.54328936405,4.54545454545455e-05,0.0,0.01,220.0,335.0,63.1581492537313,5.0,21157.98
2010-07-24,0.05454,959.0,189.0,287193.0,1519.53968253968,181.54328936405,0.0,0.0,0.0,700.0,1112.0,39.057059352518,0.05,43431.45
2010-07-25,0.050540618351841,2130.0,231.0,744810.0,3224.28571428571,181.543289364051,0.00182903834066625,0.0,2.91,1591.0,3102.0,15.0942488716957,0.42,46822.36
2010-07-26,0.056,1250.0,243.0,243769.0,1003.1646090535,181.543289364051,0.0066079295154185,0.0,1.5,227.0,338.0,257.418934911243,5.0,87007.6
2010-07-27,0.058622016364699,775.0,166.0,126842.0,764.10843373494,241.192985322335,0.00258687258687259,0.0,0.67,259.0,408.0,82.0511274509804,1.0,33476.86
2010-07-28,0.0589110987726476,664.0,159.0,782644.0,4922.2893081761,244.213223092375,0.000367132867132867,0.0,1.05,2860.0,286.0,230.216013986014,1.885,65841.78
2010-07-29,0.0699,534.0,180.0,202582.0,1125.45555555556,244.213223092375,0.00143780290791599,0.0,0.89,619.0,279.0,70.599605734767,10.0,19697.29
2010-07-30,0.064657381648159,582.0,182.0,111690.0,613.681318681319,244.213223092375,0.00212765957446809,0.0,0.3,141.0,219.0,88.8528767123288,11.6,19458.78
2010-07-31,0.0675457989479836,479.0,203.0,96037.0,473.088669950739,244.213223092375,0.00329787234042553,0.0,0.31,94.0,147.0,105.044761904762,9.86,15441.58
2010-08-01,0.0611,622.0,239.0,103080.0,431.297071129707,244.213223092375,0.00233870967741935,0.0,0.29,124.0,202.0,1337.7696039604,6.815,270229.46
2010-08-02,0.06,632.0,242.0,105999.0,438.012396694215,244.213223092375,0.00135483870967742,0.0,0.21,155.0,226.0,281.070398230089,3.83,63521.91
2010-08-03,0.0600121507890123,988.0,227.0,189846.0,836.325991189427,244.213223092375,0.0,0.0,0.0,424.0,754.0,56.1801724137931,7.775,42359.85
2010-08-04,0.0570157802454705,715.0,243.0,115865.0,476.810699588477,244.213223092375,0.0,0.0,0.0,193.0,321.0,98.8507476635514,5.0,31731.09
2010-08-05,0.061,825.0,218.0,203888.0,935.266055045872,261.544321758188,0.0,0.0,0.0,301.0,504.0,81.2063095238095,0.51,40927.98
2010-08-06,0.0616713150204559,640.0,147.0,128263.0,872.537414965986,352.161209068011,0.0108450704225352,0.0,2.31,213.0,351.0,57.701566951567,2.0,20253.25
2010-08-07,0.0590039450613676,500.0,155.0,80699.0,520.638709677419,352.161209068012,0.0,0.0,0.0,113.0,162.0,143.875987654321,4.875,23307.91
2010-08-08,0.0609,581.0,199.0,105118.0,528.231155778895,352.161209068012,0.0,0.0,0.0,191.0,314.0,32.200127388535,0.475,10110.84
2010-08-09,0.0704,782.0,190.0,297418.0,1565.35789473684,352.161209068012,0.0183829787234043,0.0,4.32,235.0,364.0,210.636373626374,10.02,76671.64
2010-08-10,0.0693387288135593,590.0,191.0,91479.0,478.947643979058,352.161209068012,0.0,0.0,0.0,151.0,215.0,156.824186046512,50.0,33717.2
2010-08-11,0.067,724.0,233.0,118049.0,506.648068669528,352.161209068012,0.0,0.0,0.0,184.0,259.0,214.711776061776,50.0,55610.35
2010-08-12,0.07,611.0,217.0,110906.0,511.087557603687,352.161209068012,0.0,0.0,0.0,220.0,364.0,54.3641208791209,4.625,19788.54
2010-08-13,0.0645,787.0,215.0,165572.0,770.102325581395,352.161209068012,0.0,0.0,0.0,247.0,417.0,72.1704556354916,15.0,30095.08
2010-08-14,0.0669964336645237,564.0,281.0,138785.0,493.896797153025,352.161209068013,0.0,0.0,0.0,156.0,213.0,75.8294835680751,50.0,16151.68
2010-08-15,0.0651179322033898,472.0,207.0,90563.0,437.502415458937,393.799206943296,0.0,0.0,0.0,130.0,179.0,118.707150837989,50.0,21248.58
2010-08-16,0.0655,760.0,147.0,151445.0,1030.2380952381,511.773534256603,0.00224832214765101,0.0,0.67,298.0,444.0,147.648108108108,39.995,65555.76
2010-08-17,0.07,486.0,129.0,88050.0,682.558139534884,511.773534256603,0.0,0.0,0.0,188.0,286.0,168.676678321678,2.575,48241.53
2010-08-18,0.068,709.0,133.0,261967.0,1969.67669172932,511.773534256603,0.00675324675324675,0.0,1.56,231.0,371.0,99.4650673854447,1.0,36901.54
2010-08-19,0.0667,471.0,135.0,84375.0,625.0,511.773534256603,0.0,0.0,0.0,190.0,279.0,72.69,1.0,20280.51
2010-08-20,0.0655,656.0,193.0,114809.0,594.865284974093,511.773534256602,0.0,0.0,0.0,230.0,344.0,86.3173255813954,1.0,29693.16
2010-08-21,0.0664,526.0,173.0,93028.0,537.734104046243,511.773534256602,0.0,0.0,0.0,168.0,259.0,150.428108108108,1.0,38960.88
2010-08-22,0.0659289888953828,586.0,212.0,99960.0,471.509433962264,511.773534256602,0.0,0.0,0.0,153.0,219.0,91.4072602739726,5.0,20018.19
2010-08-23,0.06491,655.0,213.0,104227.0,489.328638497653,511.773534256602,0.0,0.0,0.0,157.0,232.0,77.4831465517241,25.0,17976.09
2010-08-24,0.065,638.0,215.0,180220.0,838.232558139535,511.773534256602,0.00481927710843374,0.0,0.8,166.0,254.0,83.3195275590551,25.75,21163.16
2010-08-25,0.0648,498.0,216.0,89946.0,416.416666666667,511.773534256602,0.0,0.0,0.0,149.0,211.0,74.8811848341232,49.0,15799.93
2010-08-26,0.0640751139684395,650.0,210.0,118217.0,562.938095238095,519.214429297424,0.0,0.0,0.0,158.0,224.0,63.4414732142857,3.675,14210.89
2010-08-27,0.065,490.0,171.0,80380.0,470.058479532164,623.38695986893,0.0,0.0,0.0,121.0,182.0,157.281978021978,3.555,28625.32
2010-08-28,0.0646,531.0,170.0,103692.0,609.952941176471,623.38695986893,6.47058823529412e-09,0.0,1.1e-06,170.0,261.0,63.4896934498084,2.0,16570.8099904
2010-08-29,0.064,418.0,162.0,71035.0,438.487654320988,623.38695986893,0.00216216216216216,0.0,0.24,111.0,167.0,54.964371257485,4.17,9179.05
2010-08-30,0.06497,517.0,149.0,104402.0,700.684563758389,623.386959868929,0.002,0.0,0.35,175.0,261.0,51.2276245245211,2.0,13370.4100009
2010-08-31,0.06,733.0,184.0,172780.0,939.021739130435,623.38695986893,0.000866142913385827,0.0,0.2200003,254.0,360.0,112.220083322778,38.04,40399.2299962
2010-09-01,0.0620248275862069,622.0,157.0,143813.0,916.006369426752,623.38695986893,0.00025532,0.0,0.0600002,235.0,384.0,75.2211718677083,0.5,28884.9299972
2010-09-02,0.0634,513.0,156.0,89599.0,574.352564102564,623.386959868929,0.0,0.0,0.0,146.0,218.0,156.939633027982,50.0,34212.8400001
2010-09-03,0.06085,503.0,164.0,83176.0,507.170731707317,623.38695986893,0.0,0.0,0.0,155.0,239.0,124.911464435146,50.0,29853.84
2010-09-04,0.062178275862069,468.0,181.0,76250.0,421.270718232044,623.38695986893,0.0,0.0,0.0,96.0,150.0,225.332733333333,50.0,33799.91
2010-09-05,0.06165,534.0,165.0,88112.0,534.012121212121,623.38695986893,6.99300699300699e-05,0.0,0.01,143.0,211.0,632.05663507109,12.0,133363.95
2010-09-06,0.0616,518.0,158.0,80738.0,511.0,623.38695986893,8e-10,0.0,1e-07,125.0,184.0,411.269891295109,23.33,75673.6599983
2010-09-07,0.0612391180596142,408.0,160.0,75248.0,470.3,623.38695986893,0.0,0.0,0.0,120.0,166.0,111.40078313253,3.425,18492.53
2010-09-08,0.061,535.0,165.0,91996.0,557.551515151515,699.324575963736,1.14942528735632e-09,0.0,2e-07,174.0,265.0,65.8948679109434,0.75,17462.1399964
2010-09-09,0.0611149707773232,530.0,135.0,101794.0,754.02962962963,712.884864552096,0.000539216176470588,0.0,0.1100001,204.0,321.0,106.775825539252,1.0,34275.0399981
2010-09-10,0.0610115242548218,529.0,177.0,95260.0,538.19209039548,712.884864552095,5.84795321637427e-10,0.0,1e-07,171.0,268.0,52.7171641712687,0.5,14128.1999979
2010-09-11,0.0636208649912332,426.0,160.0,79387.0,496.16875,712.884864552095,0.0,0.0,0.0,141.0,212.0,47.5053773584906,0.5,10071.14
2010-09-12,0.0615,708.0,177.0,123189.0,695.983050847458,712.884864552095,0.000753768844221105,0.0,0.15,199.0,306.0,60.332941177451,0.235,18461.8800003
2010-09-13,0.06218,722.0,171.0,133256.0,779.27485380117,712.884864552095,3.74531835205993e-10,0.0,1e-07,267.0,406.0,288.945320197044,0.375,117311.8
2010-09-14,0.06199,680.0,203.0,123769.0,609.699507389163,712.884864552095,4.23062555066079e-05,0.0,0.00960352,227.0,344.0,88.5544034934884,1.04,30462.71480176
2010-09-15,0.0604,666.0,169.0,130478.0,772.059171597633,712.884864552095,0.0,0.0,0.0,261.0,424.0,94.1743877275472,1.01,39929.94039648
2010-09-16,0.0619,666.0,219.0,117325.0,535.730593607306,712.884864552095,0.0,0.0,0.0,211.0,300.0,114.214566666667,10.0,34264.37
2010-09-17,0.0600005260081823,1008.0,208.0,151537.0,728.543269230769,712.884864552095,0.0,0.0,0.0,155.0,212.0,355.817688679245,50.0,75433.35
2010-09-18,0.061,573.0,237.0,109234.0,460.902953586498,712.884864552094,0.00109090909090909,0.0,0.18,165.0,231.0,189.011645021645,50.0,43661.69
2010-09-19,0.0627,667.0,209.0,106736.0,510.698564593301,898.218695679555,0.0,0.0,0.0,149.0,227.0,226.908896931806,50.0,51508.31960352
2010-09-20,0.0621017358270018,711.0,203.0,144108.0,709.891625615764,917.830741301509,0.0,0.0,0.0,275.0,414.0,99.9206038647343,1.9,41367.13
2010-09-21,0.06265,1227.0,172.0,265545.0,1543.86627906977,917.830741301511,1.58478605388273e-10,0.0,1e-07,631.0,992.0,28.1420967741935,0.5,27916.96
2010-09-22,0.061881870251315,1056.0,174.0,221983.0,1275.76436781609,917.83074130151,0.0,0.0,0.0,520.0,832.0,53.5614783653846,0.2,44563.15
2010-09-23,0.062153512565751,1027.0,234.0,188205.0,804.294871794872,917.830741301507,0.0,0.0,0.0,399.0,576.0,220.902152777778,2.0,127239.64
2010-09-24,0.0622,808.0,228.0,138877.0,609.109649122807,917.830741301508,0.0,0.0,0.0,268.0,394.0,47.2157614213198,3.9,18603.01
2010-09-25,0.06202,837.0,207.0,164922.0,796.724637681159,917.830741301509,0.0,0.0,0.0,332.0,493.0,60.5470993914807,0.2,29849.72
2010-09-26,0.062,634.0,205.0,120842.0,589.473170731707,917.830741301509,0.0,0.0,0.0,206.0,321.0,69.7971651090343,0.9,22404.89
2010-09-27,0.0622004418468732,1251.0,229.0,213451.0,932.100436681223,917.830741301508,5.71428571428571e-05,0.0,0.02,350.0,529.0,65.5302646502836,0.58,34665.51
2010-09-28,0.0619038977206312,1705.0,212.0,260364.0,1228.1320754717,987.78854520494,0.00507042253521127,0.0,1.44,284.0,438.0,183.527728386301,1.0,80385.1450332
2010-09-29,0.06191,1203.0,164.0,361101.0,2201.83536585366,1318.67005015359,0.0,0.0,0.0,812.0,1460.0,64.5597123287671,0.5,94257.18
2010-09-30,0.0619,640.0,146.0,110123.0,754.267123287671,1318.67005015359,0.0,0.0,0.0,215.0,340.0,204.3005,3.21,69462.17
2010-10-01,0.0619733138515488,852.0,154.0,172435.0,1119.70779220779,1318.67005015359,0.00125842696629213,0.0,0.56,445.0,789.0,37.7700229671483,0.73,29800.54812108
2010-10-02,0.0614,798.0,100.0,184705.0,1847.05,1318.67005015359,1.92280445544554e-05,0.0,0.00776813,404.0,665.0,585.328135338346,0.5,389243.21
2010-10-03,0.0610648684979544,648.0,122.0,107444.0,880.688524590164,1318.67005015359,3.30478723404255e-05,0.0,0.00776625,235.0,388.0,129.935463917526,0.5,50414.96
2010-10-04,0.0612944769140853,852.0,153.0,142408.0,930.771241830065,1318.67005015359,3.83720930232558e-09,0.0,9.9e-07,258.0,433.0,1291.81956120092,100.0,559357.87
2010-10-05,0.0614,688.0,126.0,123933.0,983.595238095238,1318.67005015359,0.0,0.0,0.0,244.0,399.0,478.400576441604,50.0,190881.8300002
2010-10-06,0.06281,682.0,171.0,120076.0,702.198830409357,1318.67005015359,4.71861471861472e-09,0.0,1.09e-06,231.0,360.0,335.907555555556,8.75,120926.72
2010-10-07,0.067,654.0,160.0,107792.0,673.7,1318.67005015359,0.0,0.0,0.0,184.0,286.0,445.937167832168,50.0,127538.03
2010-10-08,0.0844531081239041,813.0,154.0,132981.0,863.512987012987,1318.67005015359,0.0,0.0,0.0,207.0,331.0,462.848398791541,50.0,153202.82
2010-10-09,0.0938,753.0,158.0,143015.0,905.158227848101,1318.67005015359,0.0,0.0,0.0,245.0,395.0,469.98382278481,50.0,185643.61
2010-10-10,0.0971462010520164,631.0,178.0,112807.0,633.747191011236,1318.67005015359,0.0,0.0,0.0,186.0,299.0,402.579130434783,50.0,120371.16
2010-10-11,0.095,632.0,159.0,105124.0,661.157232704403,1318.67005015359,5.92391304347826e-09,0.0,1.09e-06,184.0,292.0,248.447431506849,10.0,72546.65
2010-10-12,0.0949,643.0,155.0,107545.0,693.838709677419,1365.0076753209,0.0,0.0,0.0,195.0,322.0,181.024534161491,21.825,58289.9
2010-10-13,0.104865589129164,929.0,176.0,155694.0,884.625,1378.02816503733,0.0018716577540107,0.0,0.35,187.0,310.0,377.269419354839,8.035,116953.52
2010-10-14,0.102,626.0,205.0,112720.0,549.853658536585,1378.02816503733,0.0,0.0,0.0,159.0,262.0,667.671946564886,25.0,174930.05
2010-10-15,0.105,582.0,177.0,94279.0,532.649717514124,1378.02816503733,0.0,0.0,0.0,152.0,249.0,588.419638554217,44.0,146516.49
2010-10-16,0.101,933.0,258.0,147280.0,570.852713178295,1378.02816503733,0.0,0.0,0.0,185.0,297.0,671.268686872357,50.0,199366.80000109
2010-10-17,0.102,751.0,270.0,131729.0,487.885185185185,1378.02816503733,0.0,0.0,0.0,186.0,297.0,361.342626262626,4.53,107318.76
2010-10-18,0.1024,947.0,249.0,182193.0,731.698795180723,1378.02816503733,6.09756097560976e-05,0.0,0.02,328.0,534.0,407.290486891386,5.0,217493.12
2010-10-19,0.0975448918760959,1411.0,256.0,298693.0,1166.76953125,1378.02816503733,0.0,0.0,0.0,671.0,1138.0,234.356326889279,2.0,266697.5
2010-10-20,0.099,1218.0,264.0,236359.0,895.299242424242,1378.02816503733,0.0,0.0,0.0,475.0,792.0,257.877941919192,1.21,204239.33
2010-10-21,0.107,983.0,186.0,176539.0,949.134408602151,1983.2167289447,2.2189e-05,0.0,0.00776615,350.0,568.0,329.720598591549,1.46,187281.3
2010-10-22,0.1025,958.0,154.0,192130.0,1247.5974025974,2149.02181494673,0.0,0.0,0.0,439.0,715.0,174.752629370629,0.5,124948.13
2010-10-23,0.104556424313267,838.0,175.0,157605.0,900.6,2149.02181494673,0.000146627565982405,0.0,0.05,341.0,568.0,73.8486091549296,0.985,41946.01
2010-10-24,0.11501,848.0,205.0,160836.0,784.565853658537,2149.02181494673,0.0,0.0,0.0,344.0,543.0,191.260644567219,1.0,103854.53
2010-10-25,0.139118552893045,763.0,203.0,135109.0,665.56157635468,2149.02181494673,0.0,0.0,0.0,209.0,345.0,436.931072463768,20.0,150741.22
2010-10-26,0.151,900.0,241.0,160312.0,665.195020746888,2149.02181494673,0.0,0.0,0.0,280.0,488.0,371.112479508197,5.0,181102.89
2010-10-27,0.1877,1075.0,213.0,185612.0,871.417840375587,2149.02181494673,0.0,0.0,0.0,353.0,594.0,340.849276094276,5.0,202464.47
2010-10-28,0.1731,1012.0,219.0,163272.0,745.534246575342,2149.02181494673,0.0,0.0,0.0,276.0,461.0,407.169479392625,1.0,187705.13
2010-10-29,0.19,829.0,223.0,158869.0,712.417040358744,2149.02181494673,0.0,0.0,0.0,234.0,375.0,231.525973333333,0.5,86822.24
2010-10-30,0.197610543541789,657.0,252.0,119551.0,474.40873015873,2205.13580753393,0.0,0.0,0.0,174.0,268.0,211.150335820896,3.25,56588.29
2010-10-31,0.1925,609.0,179.0,101464.0,566.837988826816,3091.73689041181,0.0,0.0,0.0,129.0,191.0,350.29387434555,13.2,66906.13
2010-11-01,0.194525061367621,565.0,177.0,102520.0,579.209039548023,3091.73689041181,0.0,0.0,0.0,180.0,270.0,156.86462962963,0.75,42353.45
2010-11-02,0.1938,446.0,176.0,74532.0,423.477272727273,3091.73689041181,0.0,0.0,0.0,101.0,154.0,391.751558441558,50.0,60329.74
2010-11-03,0.1931,578.0,190.0,99073.0,521.436842105263,3091.73689041181,0.0,0.0,0.0,157.0,238.0,239.411680672269,40.0,56979.98
2010-11-04,0.229275160724722,632.0,201.0,110136.0,547.940298507463,3091.73689041181,0.0,0.0,0.0,157.0,224.0,710.078531642321,50.0,159057.59108788
2010-11-05,0.259112413793104,828.0,219.0,152907.0,698.205479452055,3091.73689041181,0.0,0.0,0.0,221.0,310.0,136.262967741935,1.25,42241.52
2010-11-06,0.400982302746932,588.0,218.0,110783.0,508.178899082569,3091.73689041181,0.0,0.0,0.0,165.0,252.0,497.697738095238,50.0,125419.83
2010-11-07,0.34,688.0,241.0,127505.0,529.066390041494,3091.73689041181,0.0,0.0,0.0,210.0,291.0,304.047628865979,50.0,88477.86
2010-11-08,0.243184628872005,1570.0,275.0,232100.0,844.0,3091.73689041181,0.00344398340248963,0.0,0.83,241.0,354.0,1412.35519774011,50.0,499973.74
2010-11-09,0.217272694330801,651.0,217.0,119149.0,549.073732718894,3704.20116978238,0.0,0.0,0.0,193.0,282.0,184.827553191489,21.6,52121.37
2010-11-10,0.229549731151373,655.0,203.0,111733.0,550.408866995074,4536.35372327502,0.0,0.0,0.0,196.0,306.0,188.538039215686,22.0,57692.64
2010-11-11,0.2231,594.0,219.0,110761.0,505.75799086758,4536.35372327502,0.0,0.0,0.0,172.0,256.0,163.90234375,7.5,41959.0
2010-11-12,0.2682,457.0,169.0,79130.0,468.224852071006,4536.35372327502,0.0,0.0,0.0,117.0,169.0,199.309467455621,50.0,33683.3
2010-11-13,0.276,587.0,223.0,99834.0,447.686098654709,4536.35372327502,0.0,0.0,0.0,118.0,168.0,226.466130952381,50.0,38046.31
2010-11-14,0.27904,945.0,256.0,148414.0,579.7421875,4536.35372327502,0.0,0.0,0.0,164.0,247.0,151.217368421053,1.8,37350.69
2010-11-15,0.268464555815313,4487.0,200.0,1932666.0,9663.33,4536.35372327502,8.79604178119846e-05,0.0,0.48,5457.0,9397.0,28.0774725976375,0.09,263844.01
2010-11-16,0.225,3228.0,197.0,1977492.0,10038.0304568528,4536.35372327502,0.0,0.0,0.0,8121.0,5178.0,19.4743317883353,0.695,100838.09
2010-11-17,0.241939333722969,674.0,247.0,124301.0,503.242914979757,4536.35372327502,0.0,0.0,0.0,186.0,283.0,216.716501766784,5.8,61330.77
2010-11-18,0.269057790765634,651.0,257.0,489846.0,1906.01556420233,4962.56232836369,0.0,0.0,0.0,1846.0,279.0,227.856204616057,45.0,63571.88108788
2010-11-19,0.27829,635.0,150.0,2149823.0,14332.1533333333,6866.89864897274,1.07376785139053e-05,0.0,0.1,9313.0,281.0,189.237580071174,10.45,53175.76
2010-11-20,0.283015964932788,783.0,116.0,2123202.0,18303.4655172414,6866.89864897274,0.000112712691015498,0.0,1.04,9227.0,703.0,223.015263157895,100.0,156779.73
2010-11-21,0.27675,768.0,140.0,2293168.0,16379.7714285714,6866.89864897274,9.9421730749721e-05,0.0,0.98,9857.0,498.0,253.247710843373,1.0,126117.36
2010-11-22,0.285,651.0,163.0,106983.0,656.337423312883,6866.89864897273,0.00291457286432161,0.0,0.58,199.0,315.0,115.549142857143,10.0,36397.98
2010-11-23,0.28295,627.0,140.0,98216.0,701.542857142857,6866.89864897274,0.0028804347826087,0.0,0.53,184.0,296.0,127.041689189189,11.675,37604.34
2010-11-24,0.282905736411455,960.0,177.0,1031377.0,5826.98870056497,6866.89864897272,3.12174817898023e-05,0.0,0.12,3844.0,4044.0,9.29295746785361,0.01,37580.72
2010-11-25,0.28,927.0,181.0,1673891.0,9248.01657458564,6866.89864897272,0.0,0.0,0.0,4745.0,4962.0,10.4631559854897,0.3,51918.18
2010-11-26,0.2844,1177.0,194.0,361711.0,1864.48969072165,6866.89864897271,0.000339761248852158,0.0,0.37,1089.0,1613.0,54.7673837569746,5.0,88339.79
2010-11-27,0.283,828.0,180.0,133855.0,743.638888888889,6866.89864897272,7.54716981132076e-05,0.0,0.02,265.0,444.0,52.9328828828829,0.5,23502.2
2010-11-28,0.271358679135009,707.0,172.0,123273.0,716.703488372093,6866.89864897273,0.0,0.0,0.0,281.0,502.0,48.4717928286853,0.825,24332.84
2010-11-29,0.230559456458212,905.0,209.0,144760.0,692.631578947368,6866.89864897271,0.000121457489878543,0.0,0.03,247.0,395.0,88.9522025316456,3.75,35136.12
2010-11-30,0.2082,817.0,202.0,133519.0,660.985148514852,7196.70713160831,3.83141762452107e-05,0.0,0.01,261.0,433.0,150.508152424942,2.81,65170.03
2010-12-01,0.2275,1127.0,188.0,165122.0,878.308510638298,8078.19525792512,0.000123456790123457,0.0,0.04,324.0,554.0,100.588754512635,1.185,55726.17
2010-12-02,0.255,770.0,188.0,125402.0,667.031914893617,8078.19525792512,0.000231660231660232,0.0,0.06,259.0,430.0,136.251139534884,9.98,58587.99
2010-12-03,0.251060083576856,887.0,189.0,132527.0,701.201058201058,8078.19525792512,5.05050505050505e-05,0.0,0.01,198.0,320.0,88.2780625,7.95,28248.98
