,doge_PriceUSD,doge_AdrActCnt,doge_BlkCnt,doge_BlkSizeByte,doge_BlkSizeMeanByte,doge_DiffMean,doge_FeeMeanNtv,doge_FeeMedNtv,doge_FeeTotNtv,doge_TxCnt,doge_TxTfr,doge_TxTfrValMeanNtv,doge_TxTfrValMedNtv,doge_TxTfrValNtv
2016-08-31,0.00022367524920059083,20293.0,1389.0,7726546.0,5562.66810655148,21898.8673877366,1.59149044823737,1.0,15755.75543755,9900.0,24440.0,77165.6012340112,101.24595015,1885927294.1592329
2016-09-01,0.0002213693665938387,17801.0,1394.0,7015434.0,5032.59253945481,22675.377942179,1.47088364035356,1.0,14644.11752336,9956.0,23457.0,151914.182089608,133.95999999,3563450969.2759438
2016-09-02,0.00022702613666853726,25241.0,1393.0,7249022.0,5203.89231873654,20790.8394197274,1.49381570686824,1.0,14772.34352522,9889.0,31443.0,113157.329851685,86.73648464,3558005922.526545
2016-09-03,0.00022710370755745976,20878.0,1370.0,6883021.0,5024.10291970803,22770.4531934708,1.48105992819386,1.0,14087.84203698,9512.0,25491.0,159532.492233006,104.983032635,4066642759.5115643
2016-09-04,0.00022609529849352178,41760.0,1381.0,9835244.0,7121.82766111513,21307.0195250688,1.77644860952262,1.0,17005.94253896,9573.0,49606.0,82761.0809382019,104.63,4105446181.020442
2016-09-05,0.00022766460484420994,22122.0,1373.0,7427532.0,5409.71012381646,21963.5946264049,1.64625102698085,1.0,16418.06149208,9973.0,26307.0,203985.471554772,101.51220722,5366245800.19138
2016-09-06,0.00022262142802099793,22378.0,1396.0,6789234.0,4863.34813753582,20944.0624609756,1.45654037121473,1.0,14196.89899823,9747.0,27941.0,264634.024837526,100.0,7394139287.985312
2016-09-07,0.00023074404676448924,21442.0,1385.0,7082479.0,5113.70324909747,20956.7187090831,1.4379769965638,1.0,15843.63054814,11018.0,28247.0,292308.619242815,100.0,8256841567.751794
2016-09-08,0.00023163969983601177,21617.0,1389.0,7190276.0,5176.58459323254,21782.9862650718,1.48696200924923,1.0,14557.35807055,9790.0,26285.0,277147.663518998,100.0,7284826335.596856
2016-09-09,0.00023390460167324012,21985.0,1391.0,7075303.0,5086.48670021567,20806.7050542631,1.51984538080017,1.0,13903.54554356,9148.0,24303.0,319734.268063147,100.0,7770501916.7386675
2016-09-10,0.00023273733752383443,23750.0,1372.0,7072085.0,5154.58090379009,22675.9684413531,1.48039949622165,1.0,14493.11106801,9790.0,29852.0,173069.83831097,115.72,5166480813.259076
2016-09-11,0.0002272009652828516,41048.0,1384.0,9458826.0,6834.41184971098,22315.5139979633,1.60211914250992,1.0,17355.75667081,10833.0,45642.0,179947.218766344,99.0,8213150958.93349
2016-09-12,0.0002291323177643793,22339.0,1386.0,7151494.0,5159.80808080808,21491.5161873211,1.56601110895183,1.0,14238.17300259,9092.0,24912.0,212091.510802805,105.11,5283623717.11947
2016-09-13,0.00022908151142592704,25204.0,1380.0,9157344.0,6635.75652173913,22506.5905480036,1.77683082743131,1.0,15971.93230778,8989.0,26585.0,165054.329701374,99.0,4387969355.111039
2016-09-14,0.00022687405665133343,24203.0,1391.0,9841075.0,7074.82027318476,21910.3908713407,1.88696847409422,1.0,17103.48224919,9064.0,25061.0,291968.703041086,100.67876001,7317027666.912652
2016-09-15,0.00023361333904268905,20345.0,1392.0,6455287.0,4637.41882183908,21171.4790514387,1.6014349417319,1.0,13583.37117577,8482.0,24209.0,368022.457697865,100.0,8909455678.407608
2016-09-16,0.00025143943475716517,17013.0,1397.0,6116788.0,4378.51682176092,21773.3947571762,1.59204826433659,1.0,12694.99285982,7974.0,20685.0,687671.722793464,102.02417929,14224489585.982796
2016-09-17,0.00023901793018166892,25027.0,1396.0,9568768.0,6854.41833810888,22225.8204432924,2.04060324047839,1.0,16379.92221132,8027.0,26356.0,280399.010948219,56.75675,7390196332.551251
2016-09-18,0.00023968437439829315,42300.0,1400.0,8899575.0,6356.83928571429,21923.370804558,1.90594656663721,1.0,16606.51243511,8713.0,48575.0,95007.1118878708,100.341363125,4614970459.953326
2016-09-19,0.00023332485801931348,28417.0,1385.0,9288251.0,6706.31841155235,22799.7227098909,1.95017875943425,1.0,16787.13876121,8608.0,25135.0,234085.250136107,99.0,5883732762.171061
2016-09-20,0.00023035208685225186,20882.0,1404.0,6685981.0,4762.09472934473,21542.1794199249,1.62313094114442,1.0,13374.59895503,8240.0,24768.0,254313.192693519,85.99913314,6298829156.63308
2016-09-21,0.00023073038532637712,18841.0,1370.0,6943390.0,5068.16788321168,22553.8974962927,1.63299137194121,1.0,13888.59161836,8505.0,24368.0,356990.20211468,100.0,8699137245.130531
2016-09-22,0.0002274212079174892,19242.0,1388.0,6388650.0,4602.77377521614,22194.789615354,1.63289241397008,1.0,12770.85156966,7821.0,22191.0,317487.57690743,79.0,7045366819.152777
2016-09-23,0.0002263326504525591,18460.0,1390.0,11316820.0,8141.59712230216,21961.0796517578,2.16508050494968,1.0,18502.7779953,8546.0,24457.0,503019.974403361,99.22791332,12302359513.983011
2016-09-24,0.00022758320086068595,18125.0,1384.0,5601519.0,4047.34031791908,22327.9141718743,1.6148030472067,1.0,11272.94007255,6981.0,22528.0,274027.435685483,58.26,6173290071.122556
2016-09-25,0.00022636731452074882,41499.0,1382.0,7665908.0,5546.96671490593,22436.6601029951,1.87759698306832,1.0,16626.12128507,8855.0,49214.0,132607.232605009,102.55,6526132345.422901
2016-09-26,0.00022838159683948674,22889.0,1398.0,7321089.0,5236.830472103,20811.0728790257,1.80079829698202,1.0,13819.32613104,7674.0,24888.0,323861.537716895,66.80000001,8060265950.698085
2016-09-27,0.0002288622569668403,21044.0,1390.0,8964313.0,6449.14604316547,21986.4089390007,2.05229255874511,1.0,15225.95849333,7419.0,22954.0,358853.924926861,63.13936373,8237132992.771167
2016-09-28,0.000228980921707744,17943.0,1367.0,6163105.0,4508.48939283102,22914.599946548,1.57533989080439,1.0,13199.77294505,8379.0,22533.0,347616.49536858,103.02,7832842490.14021
2016-09-29,0.00022726753366770718,21797.0,1380.0,6480041.0,4695.68188405797,22556.6285963728,1.67557411304549,1.0,13407.94405259,8002.0,27124.0,227263.036966285,78.0,6164282614.673503
2016-09-30,0.00023304146113868677,19556.0,1376.0,6015282.0,4371.57122093023,22994.0140808882,1.68296286547695,1.0,12703.00370862,7548.0,22676.0,722345.654397026,70.845000005,16379910059.106955
2016-10-01,0.00023105153458879052,18921.0,1390.0,5941920.0,4274.76258992806,22075.5860005425,1.59634347596386,1.0,12719.66481648,7968.0,22804.0,316700.453695878,95.0,7222037146.080793
2016-10-02,0.00022804277965047138,40500.0,1379.0,7695361.0,5580.39231327049,22585.5751420256,1.90557256905299,1.0,14709.11466052,7719.0,48316.0,166940.032702186,101.495,8065874620.038826
2016-10-03,0.00023591674168404184,19582.0,1389.0,7582922.0,5459.26709863211,21909.6452160613,1.79859023863607,1.0,13832.95752535,7691.0,20530.0,360994.687007545,100.0,7411220924.264909
2016-10-04,0.00022870945991436273,20122.0,1401.0,6251124.0,4461.90149892934,21193.9511752866,1.72823998895672,1.0,12258.40624167,7093.0,24333.0,336557.009009864,66.37499995,8189441700.237028
2016-10-05,0.00023323234736360304,21421.0,1383.0,6672403.0,4824.58640636298,20073.4677819506,1.70304116596982,1.0,13091.27744281,7687.0,26024.0,179155.765379249,83.095000005,4662349638.229564
2016-10-06,0.00022213762745162735,22711.0,1375.0,6580047.0,4785.48872727273,21370.0293188457,1.63607729969249,1.0,14045.72361786,8585.0,26006.0,231350.048343361,71.0,6016489357.217453
2016-10-07,0.00022526761859397072,20987.0,1393.0,6208280.0,4456.76956209619,21224.2671269415,1.62954952549514,1.0,13246.60809275,8129.0,25509.0,214034.160151431,75.0,5459797391.302854
2016-10-08,0.00022968147640842567,19311.0,1392.0,6207661.0,4459.52658045977,20548.3446077564,1.62675032910863,1.0,12099.76894791,7438.0,25623.0,356946.347016929,64.83433964,9146036249.614765
2016-10-09,0.00023105402694411782,41596.0,1366.0,8341902.0,6106.80966325037,21995.3151958656,1.92099209843005,1.0,15625.34972863,8134.0,52010.0,122356.553302973,100.56,6363764337.287623
2016-10-10,0.0002304338306792051,21163.0,1385.0,6253469.0,4515.14007220217,22184.1352304037,1.78312752173971,1.0,12084.25521483,6777.0,21898.0,219566.525543006,57.76,4808067776.340738
2016-10-11,0.0002299395013231459,21697.0,1388.0,6647083.0,4788.96469740634,19753.8359036209,1.74646460204762,1.0,13203.27239148,7560.0,24495.0,455510.864163107,57.8025,11157738617.675299
2016-10-12,0.00022676392233862642,21554.0,1384.0,6865482.0,4960.60838150289,19445.3179123432,1.77819942138734,1.0,12137.98925039,6826.0,27631.0,276871.635861588,71.09,7650240170.49155
2016-10-13,0.00022735770062776316,16727.0,1390.0,5510371.0,3964.29568345324,19993.2512890197,1.64781277602742,1.0,11178.76187257,6784.0,21033.0,260207.625482245,77.61,5472946986.7680645
2016-10-14,0.000229302266909891,22859.0,1377.0,7123667.0,5173.32389251997,19342.9286619566,1.83469488072364,1.0,13031.83773778,7103.0,26051.0,259709.811612389,85.30324004,6765700302.314352
2016-10-15,0.0002226302951728596,20350.0,1386.0,6665548.0,4809.19769119769,19594.5475848712,1.80435589531533,1.0,13561.53890919,7516.0,24871.0,238199.750809205,67.41538462,5924266002.375737
2016-10-16,0.00022264450658717776,61442.0,1388.0,15676485.0,11294.2975504323,20203.8759700452,1.2920929607824,1.0,35787.09873479,27697.0,70486.0,123092.501210017,219.82,8676298040.289225
2016-10-17,0.00021950041241900614,24505.0,1394.0,8424918.0,6043.70014347202,20146.8868555575,1.27514044109974,1.0,19062.074454,14949.0,22795.0,483696.453426605,10008.0,11025860655.859468
2016-10-18,0.0002205929674582164,21066.0,1388.0,7065928.0,5090.72622478386,21413.8914656467,1.42326663072652,1.0,15378.395945,10805.0,24395.0,305567.464662619,208.70500002,7454318300.444582
2016-10-19,0.00021808137676676716,17685.0,1393.0,5811980.0,4172.27566403446,21444.7076182563,1.65354724554398,1.0,11581.44490779,7004.0,18940.0,487430.87872712,158.977941175,9231940843.091654
2016-10-20,0.00021922630988482905,18679.0,1387.0,6798946.0,4901.90771449171,20077.6700663404,1.25669321277669,1.0,15442.2461986,12288.0,20793.0,454208.973264159,2120.65215186,9444367181.081656
2016-10-21,0.00021703689626116155,16883.0,1396.0,5161979.0,3697.69269340974,19413.4928834813,1.54352616211224,1.0,10588.58947209,6860.0,19761.0,234871.344747216,103.58969793,4641292643.549727
2016-10-22,0.00022205507820115996,13362.0,1379.0,4664073.0,3382.21392313271,19898.0578823858,1.46745130934711,1.0,10294.17093507,7015.0,15896.0,337897.617018973,302.81800899,5371220520.13359
2016-10-23,0.00021794581429010826,23052.0,1377.0,5616758.0,4078.98184458969,20191.7338944912,1.64296050304924,1.0,12279.48679979,7474.0,27326.0,291507.380116644,151.62750002,7965730669.067423
2016-10-24,0.00021684017305265266,13952.0,1391.0,5347143.0,3844.09992810927,20630.7968789024,1.40751061595954,1.0,12314.31037903,8749.0,19404.0,248183.521453265,612.27,4815753050.279161
2016-10-25,0.00022244516267696935,17504.0,1378.0,5385003.0,3907.83962264151,21628.8046264676,1.54004577541582,1.0,10555.4737447,6854.0,21819.0,303085.721828727,134.47088949,6613027364.580994
2016-10-26,0.00021537342424673866,17341.0,1396.0,5305805.0,3800.71991404011,21497.7633042902,1.5626012990222,1.0,10771.01075416,6893.0,18061.0,524857.450523905,200.0,9479450413.912241
2016-10-27,0.0002173511186459345,14725.0,1379.0,5234323.0,3795.73821609862,22064.9642186839,1.53642259256428,1.0,10934.71959128,7117.0,15894.0,500143.003316709,648.478999975,7949272894.715775
2016-10-28,0.0002164505841141938,20550.0,1394.0,6355876.0,4559.45193687231,20856.9692922545,1.56176084628509,1.0,12073.97310263,7731.0,21220.0,317542.133763665,131.26254513,6738244078.4649725
2016-10-29,0.00021995160425409898,20105.0,1378.0,6124973.0,4444.82801161103,21544.9194043021,1.57009356864258,1.0,12735.02893526,8111.0,24015.0,1490865.98345112,195.38,35803146592.57864
2016-10-30,0.00022140258176371052,19628.0,1377.0,6312716.0,4584.39796659405,21569.7337665364,1.57625330168313,1.0,13242.10398744,8401.0,23078.0,327371.181002902,716.0,7555072115.184978
2016-10-31,0.00022181098147036653,25232.0,1384.0,6995088.0,5054.25433526012,23390.6121632225,2.01924843471121,1.0,13599.63820778,6735.0,28776.0,354791.745325984,70.8,10209487263.500507
2016-11-01,0.00022201882907621614,18426.0,1377.0,6016736.0,4369.45243282498,22435.2366742107,1.68181057335011,1.0,11696.99253765,6955.0,20775.0,379446.350782015,160.0,7882997937.496364
2016-11-02,0.0002231148696101254,14059.0,1384.0,5360766.0,3873.38583815029,22178.5054407255,1.5562990625737,1.0,10981.24618552,7056.0,16432.0,302951.81336611,383.5,4978104197.231928
2016-11-03,0.00021660119209907362,20069.0,1374.0,6210442.0,4519.97234352256,23268.8847756376,1.73134239475591,1.0,11277.96435944,6514.0,21840.0,202619.470149972,105.003643295,4425209228.075382
2016-11-04,0.00022210401295311171,16770.0,1381.0,5760107.0,4170.96813902969,22204.12613321,2.02000315133769,1.0,12065.47882294,5973.0,20088.0,174345.311553196,100.0,3502248618.480594
2016-11-05,0.0002258884679108825,17833.0,1372.0,5210233.0,3797.54591836735,22116.3669053639,1.91865000606328,1.0,13280.89534197,6922.0,22322.0,152652.860662051,120.0,3407517155.6983128
2016-11-06,0.00022603789169743223,28018.0,1385.0,6788358.0,4901.34151624549,15887.8254732218,2.29629094798517,1.0,16719.29439228,7281.0,30940.0,87590.5383108108,206.55325789,2710051255.3364854
2016-11-07,0.00024117883928800686,23408.0,1363.0,7414108.0,5439.55099046222,16688.5515438442,2.52739677014666,1.0,18611.74981536,7364.0,21703.0,1681464.96000868,180.68865473,36492834027.06846
2016-11-08,0.000232673801717179,19073.0,1378.0,5325516.0,3864.67053701016,21502.6278129375,2.22450784190089,1.0,14499.34211351,6518.0,20894.0,381419.38402394,159.05805,7969376609.796195
2016-11-09,0.0002295654612865374,15920.0,1384.0,6246675.0,4513.49349710983,21081.5039501992,2.1005854744834,1.0,14617.97431693,6959.0,22624.0,352029.711491234,76.96927001,7964320192.777687
2016-11-10,0.00022812157078414962,19216.0,1382.0,5696937.0,4122.24095513748,22738.820985328,2.31900699944813,1.0,14329.14424959,6179.0,24838.0,272538.537085023,105.0,6769312184.117812
2016-11-11,0.00022412042116410724,14929.0,1396.0,5989576.0,4290.52722063037,22648.0026563204,1.687573822349,1.0,10589.52573524,6275.0,23739.0,170671.549346805,55.991765,4051571909.9438033
2016-11-12,0.0002196255292931734,21567.0,1376.0,6306775.0,4583.41206395349,22678.3931099868,2.0543646774824,1.0,13423.21880267,6534.0,24175.0,168946.393654147,63.98871507,4084279066.5890007
2016-11-13,0.00022167769349820926,25623.0,1354.0,6981295.0,5156.05243722304,23271.4923527209,2.48402222747857,1.0,16806.89439112,6766.0,28218.0,172516.385633955,288.284173055,4868067369.818935
2016-11-14,0.00022269657858654262,22791.0,1385.0,6452840.0,4659.09025270758,23927.9192377898,2.20339129998484,1.0,15992.21405529,7258.0,24340.0,315857.404619281,120.095754205,7687969228.433292
2016-11-15,0.0002179199420336664,19866.0,1374.0,6095014.0,4435.96360989811,22556.9149610177,2.53341465469122,1.0,15752.77232287,6218.0,20157.0,302317.216834664,91.4,6093808139.736322
2016-11-16,0.0002192605437261606,17896.0,1385.0,6554184.0,4732.26281588448,23323.2753679078,1.90056947870816,1.0,12946.67928896,6812.0,22083.0,255310.346310497,146.96,5638018377.574695
2016-11-17,0.00021543143698670898,16848.0,1388.0,6985362.0,5032.68155619597,22758.2346399113,1.84610742638751,1.0,13005.8268189,7045.0,29878.0,207580.622916237,109.0,6202093851.491334
2016-11-18,0.00021392740306243872,15592.0,1371.0,7000157.0,5105.87673231218,23545.159582708,1.75911571980926,1.0,12542.49508224,7130.0,24353.0,253213.06832149,191.80137931,6166497852.833257
2016-11-19,0.00021295572678901715,22952.0,1372.0,5459591.0,3979.29373177843,23816.810590141,1.89337315200452,1.0,11740.80691558,6201.0,25226.0,211194.889470376,118.89,5327602281.779698
2016-11-20,0.00021741139364780948,21383.0,1371.0,6250771.0,4559.27862873815,24158.2780354832,1.76773918752608,1.0,13555.02408995,7668.0,22828.0,290190.498568477,660.00000005,6624468701.321193
2016-11-21,0.0002191374728279106,18370.0,1389.0,6897240.0,4965.61555075594,23242.3820881768,1.85738479317858,1.0,14322.2941402,7711.0,31781.0,205589.112535955,120.0,6533827585.505177
2016-11-22,0.0002228451644388256,21158.0,1385.0,7930687.0,5726.12779783393,24268.6505270944,2.05148063881305,1.0,17041.64966662,8307.0,31445.0,245136.220292714,55.801809025,7708308447.104381
2016-11-23,0.00021231301805119376,16488.0,1378.0,8848353.0,6421.15602322206,23272.2138070459,2.27458739959788,1.0,17591.65894849,7734.0,25395.0,254431.51424617,70.985,6461288304.281497
2016-11-24,0.00021989942228396018,15964.0,1370.0,6089857.0,4445.15109489051,24268.3940107178,1.90030843689521,1.0,11751.50737376,6184.0,24066.0,232799.837962773,122.9045871,5602560900.412092
2016-11-25,0.00022069595210982436,14498.0,1378.0,5227276.0,3793.37880986938,22307.887505312,2.09600173834989,1.0,12867.35467173,6139.0,15797.0,326430.708583138,291.77482139,5156625903.487838
2016-11-26,0.0002194182011383667,18523.0,1382.0,4740440.0,3430.13024602026,23527.9436372458,1.83650382761736,1.0,11423.05380778,6220.0,20457.0,306575.782756269,182.55,6271620787.844996
2016-11-27,0.0002150145365880319,25342.0,1373.0,7453013.0,5428.26875455208,24452.797942664,2.25350370891012,1.0,16272.55028204,7221.0,32516.0,125574.255284904,305.69154661,4083172484.8439336
2016-11-28,0.00021458536572124029,17337.0,1359.0,5716690.0,4206.54157468727,24345.8491191189,2.00528617163407,1.0,15585.08412594,7772.0,20716.0,404430.456901557,156.30179549,8378181345.172664
2016-11-29,0.00021079199911355878,15468.0,1378.0,6277022.0,4555.16835994194,24308.2915548447,2.13102336783901,1.0,15196.32763606,7131.0,23534.0,166049.547342501,133.67,3907810047.158421
2016-11-30,0.0002114191285663642,19614.0,1380.0,8132947.0,5893.43985507246,23597.9640193712,2.75189220706254,1.0,16544.37594886,6012.0,25230.0,146324.673076937,100.42687489,3691771501.731122
2016-12-01,0.0002147087232028555,19228.0,1396.0,7476869.0,5355.92335243553,23293.1152966031,2.43805882923842,1.0,15686.47050732,6434.0,27704.0,200226.643764607,94.027888305,5547078938.854659
2016-12-02,0.00021508404699081704,16774.0,1388.0,7163360.0,5160.92219020173,24254.9270056435,2.4318673325639,1.0,15413.17515379,6338.0,18274.0,313606.77415595,119.40783598,5730850190.925822
2016-12-03,0.00021360615058855348,20778.0,1371.0,5401977.0,3940.17286652079,24406.1195277223,2.41459763291575,1.0,15303.71979742,6338.0,21984.0,310722.263124832,194.0,6830918232.536298
2016-12-04,0.00021213061835963925,22889.0,1390.0,6263595.0,4506.18345323741,24302.372999706,1.90602066458145,1.0,13046.71144906,6845.0,23686.0,234585.95132534,273.85236568,5556402843.091999
2016-12-05,0.00021548333833781115,16975.0,1396.0,6429145.0,4605.4047277937,22066.6485018848,2.29540894930526,1.0,16189.51931945,7053.0,18334.0,438521.871207412,200.0,8039859986.716693
2016-12-06,0.00021239113393732047,16370.0,1384.0,6123318.0,4424.36271676301,23672.8836750476,2.21234149289949,1.0,13581.56442491,6139.0,24103.0,170198.640254314,121.95,4102297826.049737
2016-12-07,0.00021094840714487326,19093.0,1389.0,6438091.0,4635.05471562275,24683.2011154819,2.48596482197055,1.0,15870.39942346,6384.0,20650.0,240042.033552771,100.4888658,4956867992.86473
2016-12-08,0.00021427832109258764,15330.0,1369.0,6220170.0,4543.58655953251,25398.0924254345,2.0441408167117,1.0,13315.53328006,6514.0,25453.0,262306.873690405,143.27618547,6676496856.041872
2016-12-09,0.00021369116482213772,15112.0,1366.0,6599000.0,4830.89311859444,25669.022362273,2.47011946977362,1.0,14511.95188492,5875.0,27681.0,171274.22205885,117.99814029,4741041740.81103
2016-12-10,0.00021605192636077022,24351.0,1388.0,6953207.0,5009.515129683,23492.6530667199,2.35974830633944,1.0,16489.9211647,6988.0,33532.0,232941.04839203,149.03,7810979234.681535
2016-12-11,0.00022660129671198614,22165.0,1388.0,6718630.0,4840.51152737752,23558.7239713661,1.92128725478731,1.0,13865.9301178,7217.0,23169.0,337204.822697305,739.660000025,7812698537.07385
2016-12-12,0.00022303918312601174,14483.0,1376.0,6493274.0,4718.94912790698,24790.9096802361,2.10929121033875,1.0,13636.56767484,6465.0,34350.0,167285.504003918,257.0,5746257062.534599
2016-12-13,0.0002140786989660253,18995.0,1393.0,7413450.0,5321.93108399139,23808.4773070474,2.03839067170135,1.0,14005.78230526,6871.0,26375.0,283180.857853145,100.0,7468895125.876711
2016-12-14,0.00021591061061779137,16970.0,1378.0,6360914.0,4616.04789550073,24595.8197302726,1.59723673651759,1.0,10214.32893003,6395.0,18910.0,271254.195668075,165.33333333,5129416840.083292
2016-12-15,0.00021238483097382394,18223.0,1404.0,5553353.0,3955.37962962963,23087.3666182809,1.6374736117032,1.0,11729.22348063,7163.0,21038.0,347376.601367224,196.685,7308108939.5636635
2016-12-16,0.00021802872847561432,15875.0,1386.0,5003820.0,3610.25974025974,23817.0938704402,1.59545305697809,1.0,9904.57257772,6208.0,17999.0,449690.352514208,130.0,8093976654.903224
2016-12-17,0.00021538997376418088,22997.0,1385.0,6929423.0,5003.19350180505,22997.9491197708,1.63743272842257,1.0,11927.05999383,7284.0,37493.0,299676.000672796,180.05347825,11235752293.225147
2016-12-18,0.00021869480843518212,23253.0,1388.0,8131310.0,5858.29250720461,23973.3132361701,1.87167312861338,1.0,15806.27957114,8445.0,33160.0,194023.049976713,739.242999975,6433804337.227798
2016-12-19,0.00021443731930308836,18438.0,1379.0,7188157.0,5212.58665699782,23999.8716378217,1.64972661041006,1.0,12793.62986373,7755.0,25950.0,469397.416951881,181.51539921,12180862969.901316
2016-12-20,0.0002226167407167539,15775.0,1380.0,5389991.0,3905.79057971014,23165.992016705,1.51839819574415,1.0,11038.75488306,7270.0,18236.0,264202.101937282,200.0,4817989530.928271
2016-12-21,0.0002206857784827788,16606.0,1363.0,7350957.0,5393.21863536317,23854.2256431645,1.54573865663045,1.0,11239.06577236,7271.0,32764.0,131453.269113467,200.0,4306934909.233636
2016-12-22,0.0002225646151750425,17127.0,1388.0,7055446.0,5083.17435158501,23744.3538575479,1.65237529820537,1.0,12245.753335,7411.0,27220.0,181687.873497458,135.13427604,4945543916.60082
2016-12-23,0.00023140746985899057,20701.0,1388.0,8030057.0,5785.34365994236,22284.3868356833,1.93637324760506,1.0,16081.57982136,8305.0,25852.0,163756.072932461,150.14,4233421997.4499817
2016-12-24,0.00023135817961207167,21303.0,1394.0,6363183.0,4564.69368723099,22933.2161404552,1.79750266328117,1.0,14358.45127429,7988.0,22459.0,293784.918242129,157.84089424,6598115478.799969
2016-12-25,0.0002294604176001041,22586.0,1387.0,5752720.0,4147.59913482336,23293.2849481568,1.84841407000137,1.0,13450.9091874,7277.0,25270.0,259729.364831016,691.188500025,6563361049.279762
2016-12-26,0.00023342552615879952,17179.0,1392.0,5721361.0,4110.17313218391,25072.9808438145,1.7042492875899,1.0,14312.28551718,8398.0,19194.0,461076.8694092,286.0,8849909431.440187
2016-12-27,0.0002241428183403463,19643.0,1383.0,6558062.0,4741.91033984093,25257.1717258392,1.85015767481623,1.0,14044.54690953,7591.0,24043.0,181441.495668651,136.0,4362397880.361376
2016-12-28,0.00022216877945956863,17656.0,1377.0,5737385.0,4166.58315177923,25507.7232720363,1.90377778005929,1.0,14449.67335065,7590.0,20880.0,279943.080256832,200.0,5845211515.762658
2016-12-29,0.00022737166707645872,16872.0,1386.0,7003315.0,5052.89682539683,24056.4195666305,1.97284667756387,1.0,16601.5047917,8415.0,26198.0,238022.791760342,467.57092665,6235721098.537441
2016-12-30,0.0002298202903342414,19559.0,1383.0,6732149.0,4867.7866955893,24878.7402279071,2.0404418718967,1.0,16513.29606926,8093.0,20648.0,215600.023428322,202.53913043,4451709283.747997
2016-12-31,0.00023027362542438152,16590.0,1387.0,5236360.0,3775.31362653208,27418.8029274564,1.79415061793854,1.0,13429.21737527,7485.0,19502.0,271880.0866676,230.0,5302205450.191535
2017-01-01,0.00022775195680527116,30853.0,1378.0,6976983.0,5063.12264150943,26834.184870755,2.18556271090832,1.0,15543.72199998,7112.0,40761.0,128769.294551913,323.11,5248765215.230516
2017-01-02,0.0002210768285760493,21099.0,1389.0,6867585.0,4944.2656587473,27609.2060821372,2.29312912919216,1.0,19785.11812667,8628.0,19954.0,224256.714789544,221.59992517,4474818486.91056
2017-01-03,0.0002265558746976783,18631.0,1383.0,6387636.0,4618.68112798265,27185.2667030373,1.70385912439407,1.0,16309.3395387,9572.0,24098.0,203945.027894156,187.72400318,4914667282.193368
2017-01-04,0.00021946187251417756,19857.0,1387.0,7848533.0,5658.63950973324,27803.8505533311,2.04600622276285,1.0,16832.49319467,8227.0,30275.0,360095.670196123,140.690620365,10901896415.187635
2017-01-05,0.00022740737725919968,16828.0,1371.0,5870085.0,4281.60831509847,27714.0817438213,2.26471925715774,1.0,17171.10140777,7582.0,22500.0,415404.476439991,295.588041,9346600719.899796
2017-01-06,0.00022037913421961254,16264.0,1386.0,8611979.0,6213.54906204906,28244.3075697602,2.18341880727832,1.0,16325.42242202,7477.0,27893.0,244020.870355232,903.24036517,6806474136.818491
2017-01-07,0.0002245906715200363,24830.0,1383.0,6527069.0,4719.5003615329,27891.281685553,2.12699264694143,1.0,17649.78498432,8298.0,27861.0,263980.493340079,156.66710607,7354760524.94795
2017-01-08,0.00022475801409376333,19811.0,1385.0,6016239.0,4343.85487364621,27669.5727022603,2.19922906457339,1.0,16316.08043007,7419.0,21201.0,277135.477158846,685.0,5875549251.244689
2017-01-09,0.00023333964135207117,17268.0,1380.0,5817322.0,4215.45072463768,30357.9845857467,2.31305450177981,1.0,15400.31687285,6658.0,26300.0,276917.43278474,189.8984375,7282928482.238658
2017-01-10,0.0002234003873793239,17085.0,1357.0,8441974.0,6221.05674281503,31038.4352410805,2.0985037146776,1.0,16500.53470851,7863.0,30927.0,193750.139364822,293.97570533,5992110560.135863
2017-01-11,0.000209137436347892,16659.0,1390.0,5828268.0,4192.99856115108,32066.0260542994,1.98314022393782,1.0,13330.66858531,6722.0,21968.0,1076887.40326925,429.0,23657062475.018837
2017-01-12,0.00021478305925645342,16194.0,1357.0,6658881.0,4907.06042741341,35301.1600371479,1.83027196882617,1.0,12645.34903262,6909.0,23853.0,673634.31358238,542.82,16068199281.88052
2017-01-13,0.00021439321154019634,13615.0,1377.0,5351990.0,3886.70297748729,32407.2878440451,1.4286209622288,1.0,9416.04076205,6591.0,17556.0,1061656.73358691,700.39199995,18638445614.851852
2017-01-14,0.00021148288823768114,26785.0,1369.0,5749684.0,4199.91526661797,36441.3178410079,1.62894920949743,1.0,12381.64294139,7601.0,29081.0,401557.178896843,194.93,11677684319.499094
2017-01-15,0.00021194907614142253,26691.0,1379.0,7013427.0,5085.87889775199,34717.6801333665,1.58699484554617,1.0,14847.92377493,9356.0,26489.0,442129.539578865,698.0,11711569373.904547
2017-01-16,0.00020655138561447383,15171.0,1370.0,5201287.0,3796.5598540146,37894.6774534118,1.52429731148441,1.0,10997.80510236,7215.0,17156.0,432232.045785865,326.71063961,7415372977.502307
2017-01-17,0.0002164885179216511,17665.0,1384.0,5876349.0,4245.91690751445,37205.4339839083,1.66205913767062,1.0,13028.8815802,7839.0,21369.0,322325.161379822,166.0,6887766373.525423
2017-01-18,0.0002102548914735074,31108.0,1383.0,37330328.0,26992.2834417932,36721.1898770909,4.15947181449095,1.0,47800.65009213,11492.0,28676.0,192377.139968846,170.985,5516606865.746629
