,ltc_PriceUSD,ltc_AdrActCnt,ltc_BlkCnt,ltc_BlkSizeByte,ltc_BlkSizeMeanByte,ltc_DiffMean,ltc_FeeMeanNtv,ltc_FeeMedNtv,ltc_FeeTotNtv,ltc_TxCnt,ltc_TxTfr,ltc_TxTfrValMeanNtv,ltc_TxTfrValMedNtv,ltc_TxTfrValNtv
2016-03-28,3.25272541472074,14355.0,580.0,3590774.0,6190.98965517241,55648.5800541601,0.00457658253748339,0.001,24.11401339,5269.0,13253.0,426.688368117963,0.28239455,5654900.94266736
2016-03-29,3.22240567371241,16823.0,575.0,4470458.0,7774.70956521739,55648.5800541601,0.00431069821346154,0.001,22.41563071,5200.0,14461.0,216.615934808139,0.09717648,3132483.0332605
2016-03-30,3.20887743024954,12182.0,566.0,3004956.0,5309.10954063604,55391.7333014727,0.00354839188396884,0.001,17.30905561,4878.0,11981.0,135.813386708468,0.10278271,1627180.18615415
2016-03-31,3.26104681020341,13766.0,542.0,3772830.0,6960.94095940959,55067.0790060768,0.00353920972183863,0.001,17.94025408,5069.0,12369.0,163.247154707806,0.109,2019204.05658085
2016-04-01,3.25357511659609,20765.0,576.0,3664534.0,6362.03819444444,55067.0790060768,0.00352315062993539,0.001,19.63099531,5572.0,22739.0,113.364559500488,0.01167025,2577796.7184816
2016-04-02,3.26457590092862,33066.0,571.0,5322536.0,9321.42907180385,55067.0790060768,0.00373506191666667,0.001,20.16933435,5400.0,30047.0,69.5478442255117,0.00774535,2089704.07544395
2016-04-03,3.25690648047294,16130.0,609.0,2867041.0,4707.78489326765,54113.1125483103,0.00408182596153846,0.001,15.91912125,3900.0,14894.0,109.252989735538,0.01004201,1627214.0291211
2016-04-04,3.23760998099634,19661.0,574.0,3392955.0,5911.07142857143,53975.0384557387,0.00504068138680841,0.001,20.86338026,4139.0,17985.0,91.1288760755057,0.01000466,1638952.83621797
2016-04-05,3.25291900580834,13065.0,581.0,3547849.0,6106.45266781411,53975.0384557387,0.00408550834018499,0.001,23.85119769,5838.0,13694.0,214.879150460632,0.34,2942555.08640789
2016-04-06,3.25584570862205,21807.0,608.0,3960365.0,6513.75822368421,54790.3979059573,0.00461786433669355,0.001,22.90460711,4960.0,23945.0,109.711411869774,0.00645849,2627039.75722173
2016-04-07,3.24224636456172,19593.0,566.0,3850451.0,6802.91696113074,55751.8791214491,0.00371915668842322,0.001,21.65293024,5822.0,19849.0,181.297657829133,0.03,3598577.21025046
2016-04-08,3.2153052795316,17337.0,488.0,3225273.0,6609.16598360656,55751.8791214491,0.00422453271393643,0.001,22.46184044,5317.0,17667.0,139.16465278555,0.03533184,2458621.92076232
2016-04-09,3.23273714071059,24338.0,517.0,4453796.0,8614.69245647969,55751.8791214491,0.00366121870413223,0.001,22.15037316,6050.0,21870.0,181.09667435646,0.01538034,3960584.26817579
2016-04-10,3.24427879909185,11211.0,565.0,3571783.0,6321.73982300885,52866.1033707356,0.00398333451744062,0.001,18.6141222,4673.0,11366.0,238.785468592286,0.22312454,2714035.63601992
2016-04-11,3.24975697794537,20839.0,568.0,3537101.0,6227.29049295775,51665.5049381078,0.00340871310325048,0.001,17.82756953,5230.0,22309.0,90.0509765860016,0.010279145,2008947.23665711
2016-04-12,3.28612991638638,19240.0,621.0,3532417.0,5688.27214170692,51665.5049381078,0.00461636045982695,0.001,18.67317806,4045.0,15395.0,160.172184095209,0.01137789,2465850.77414575
2016-04-13,3.2526383028514,14776.0,537.0,2538567.0,4727.31284916201,51718.2488634616,0.00516509978623566,0.001,19.81332278,3836.0,14643.0,137.417257558078,0.01427656,2012200.90242293
2016-04-14,3.25675755375181,15131.0,565.0,2903275.0,5138.53982300885,51925.3534510891,0.00459073626673532,0.001,17.83041966,3884.0,13076.0,132.490904542335,0.05,1732451.06779557
2016-04-15,3.29312874948592,18419.0,552.0,3837584.0,6952.14492753623,51925.3534510892,0.00426492672324055,0.001,18.84671119,4419.0,19415.0,165.732360380583,0.00294,3217693.77678902
2016-04-16,3.29002817109578,13218.0,519.0,2601247.0,5012.0366088632,51925.3534510892,0.00399450374787535,0.001,14.10059823,3530.0,12586.0,116.245284126161,0.02185154,1463063.14601186
2016-04-17,3.27157722138663,24424.0,558.0,3341519.0,5988.3853046595,50406.6711415594,0.00386591182676422,0.001,16.37986841,4237.0,25265.0,45.7664226273683,0.00853914,1156288.66768046
2016-04-18,3.26362245454072,17384.0,611.0,3484031.0,5702.17839607201,48972.6540478907,0.00354551544516708,0.001,15.80945337,4459.0,15344.0,126.569736565861,0.01688066,1942086.03786657
2016-04-19,3.31410238236476,17748.0,604.0,3591442.0,5946.09602649007,48972.6540478907,0.00365675166628095,0.001,15.80082395,4321.0,15679.0,138.633222116153,0.01135454,2173630.28955916
2016-04-20,3.29671385733838,15299.0,599.0,3881724.0,6480.34056761269,49360.6919112999,0.00624901530621786,0.001,26.73328748,4278.0,10582.0,313.588280821137,0.224220315,3318391.18764927
2016-04-21,3.37066107569017,17174.0,542.0,2951771.0,5446.07195571956,51707.1796970935,0.00534201115125136,0.001,24.54654124,4595.0,18441.0,174.263744349593,0.00969219,3213597.70955085
2016-04-22,3.36252216794959,11430.0,504.0,2679382.0,5316.23412698413,51707.1796970935,0.00410761947078003,0.001,16.37707883,3987.0,10302.0,259.707935133763,0.17439201,2675511.14774803
2016-04-23,3.3588785543526,24686.0,549.0,3780794.0,6886.69216757741,51707.1796970935,0.00387329348710421,0.001,18.47173664,4769.0,26924.0,69.863671514685,0.009029635,1881009.49186138
2016-04-24,3.70729558157387,20943.0,584.0,4623719.0,7917.32705479452,50181.335269659,0.00345786148019017,0.001,21.81910594,6310.0,19736.0,635.238179322792,0.029579715,12537060.70711462
2016-04-25,3.85853011366558,22565.0,656.0,4830479.0,7363.53506097561,48114.0621744245,0.00362668401096523,0.001,25.13654688,6931.0,20569.0,833.692375513847,0.08789448,17148218.47194431
2016-04-26,4.08844940725923,20076.0,574.0,5092135.0,8871.31533101045,48114.0621744245,0.00426326485852744,0.001,27.2721053,6397.0,21617.0,924.797351761368,0.0267448,19991344.3530255
2016-04-27,3.90623349710198,14483.0,622.0,4353060.0,6998.48874598071,48621.4867943156,0.00348412366509367,0.001,24.36447679,6993.0,15646.0,782.538147323303,1.29645488,12243591.8530204
2016-04-28,3.81420631471924,23883.0,557.0,4383843.0,7870.45421903052,51871.4206693321,0.00463528722173378,0.001,26.36087843,5687.0,20661.0,1062.77464264794,0.0139,21957986.89174904
2016-04-29,3.84212629135239,16276.0,550.0,3703853.0,6734.27818181818,51871.4206693321,0.00347347018239773,0.001,19.61468612,5647.0,17523.0,350.237820433587,0.04659068,6137217.32745774
2016-04-30,3.66755484891188,18484.0,590.0,3493932.0,5921.9186440678,51871.4206693321,0.00349846502652781,0.001,17.80368852,5089.0,17687.0,256.760710446979,0.01597193,4541326.68567572
2016-05-01,3.72755624230189,25449.0,542.0,4578317.0,8447.07933579336,51256.4855411944,0.00349287061871485,0.001,20.49267192,5867.0,26330.0,168.081963594221,0.01000284,4425598.10143585
2016-05-02,3.67960596430809,16945.0,521.0,3458783.0,6638.73896353167,50785.7697264959,0.00311197781862745,0.001,17.7756173,5712.0,17673.0,251.144053902826,0.03,4438468.86462465
2016-05-03,3.76670244565333,13984.0,528.0,4270826.0,8088.68560606061,50785.7697264959,0.00468226852830896,0.001,24.97522033,5334.0,11999.0,390.403886931254,0.291167,4684456.23928812
2016-05-04,3.75773461573446,13479.0,520.0,3730417.0,7173.87884615385,50785.7697264959,0.00283247501865039,0.001,16.70593766,5898.0,13201.0,249.789068326708,0.65423811,3297465.49098087
2016-05-05,3.72512338384583,26889.0,595.0,5283371.0,8879.61512605042,47214.2292072712,0.00298756804835674,0.001,20.63513251,6907.0,29203.0,168.369863710817,0.00648,4916905.12994699
2016-05-06,3.84238303392333,15987.0,582.0,7355619.0,12638.5206185567,46115.2936628945,0.0033059097496389,0.001,20.59912365,6231.0,18117.0,260.153599118721,0.05311,4713202.75523386
2016-05-07,4.02329019169594,17595.0,624.0,4441740.0,7118.17307692308,46115.2936628945,0.00335487129491408,0.001,19.32741353,5761.0,15394.0,450.356047395926,0.103588255,6932780.99361289
2016-05-08,3.96719572790812,18902.0,569.0,3331544.0,5855.08611599297,46950.5252317704,0.00287652786131524,0.001,15.26573336,5307.0,20383.0,113.118587688423,0.00784661,2305696.17285313
2016-05-09,4.1123272101011,19313.0,537.0,8294698.0,15446.364990689,48336.0729278031,0.00385043899135899,0.001,24.50804418,6365.0,19057.0,346.877889536585,0.05533998,6610451.94089871
2016-05-10,3.82474829620881,18333.0,601.0,4830594.0,8037.59400998336,48336.0729278031,0.00436791142735164,0.001,30.6933136,7027.0,17214.0,451.770139390438,0.151542825,7776771.179467
2016-05-11,3.88726357013785,18847.0,597.0,4216388.0,7062.62646566164,48336.0729278031,0.00456805807621951,0.001,29.96646098,6560.0,22260.0,293.951058995953,0.010502115,6543350.57324992
2016-05-12,3.87825552897276,16882.0,524.0,4699171.0,8967.88358778626,47833.5441279034,0.00279093339601301,0.001,19.74027191,7073.0,18139.0,394.192809540603,0.11055312,7150263.37225699
2016-05-13,3.95974127197866,18191.0,575.0,4937518.0,8586.98782608696,47759.8692272615,0.00270479892083333,0.001,19.47455223,7200.0,20028.0,304.96204960171,0.05225,6107779.92942305
2016-05-14,4.03314243599803,23140.0,550.0,5418879.0,9852.50727272727,47759.8692272615,0.00339201626416877,0.001,21.54608731,6352.0,24524.0,302.461264918259,0.010002735,7417560.06085538
2016-05-15,4.10133578383654,13028.0,619.0,3701955.0,5980.54119547658,47560.3200089411,0.00272791963837994,0.001,16.97311599,6222.0,15264.0,395.162431472737,0.084736365,6031759.35399986
2016-05-16,4.0218897808392,21190.0,627.0,5450439.0,8692.88516746412,47092.1883292039,0.00290421663652315,0.001,21.51734106,7409.0,22189.0,380.944996590994,0.03,8452788.52935757
2016-05-17,3.97656074427082,12840.0,612.0,4242885.0,6932.81862745098,47092.1883292039,0.0029896537925608,0.001,20.89768001,6990.0,14773.0,551.20483901182,0.5,8142949.08672162
2016-05-18,4.00716187137876,21255.0,611.0,4842773.0,7925.97872340426,47195.6994845036,0.00300702416203217,0.001,20.00573175,6653.0,23528.0,235.703569005652,0.01264855,5545633.57156498
2016-05-19,3.81386203821912,22374.0,547.0,5123995.0,9367.44972577697,50420.8891654239,0.00370082989514679,0.001,24.70674038,6676.0,20016.0,344.838649145581,0.03436211,6902290.40129795
2016-05-20,3.87252883999354,14514.0,556.0,4498287.0,8090.44424460432,50420.8891654239,0.00326195088532276,0.001,18.09077961,5546.0,13094.0,454.631959466104,0.4,5952950.87724916
2016-05-21,3.97578135381562,21500.0,567.0,4674376.0,8244.04938271605,50420.8891654239,0.0031866289205807,0.001,18.65771233,5855.0,23268.0,163.922463480849,0.00698967,3814147.88027239
2016-05-22,3.94116287093199,12967.0,547.0,4248245.0,7766.44424131627,49628.0038579596,0.00343144503021931,0.001,19.87149817,5791.0,14828.0,336.470988539195,0.07519414,4989191.81805919
2016-05-23,3.98145632819618,24058.0,573.0,5922698.0,10336.2966841187,48449.4879691366,0.00318053261772634,0.001,20.05961922,6307.0,26945.0,176.334738005937,0.00408152,4751339.51556996
2016-05-24,3.95170546806803,15264.0,612.0,3911703.0,6391.67156862745,48449.4879691367,0.00327239855466567,0.001,17.56950784,5369.0,16342.0,265.561204870783,0.094323815,4339801.20999833
2016-05-25,4.03098536353335,14590.0,593.0,4309469.0,7267.23271500843,48449.4879691367,0.0064635897762506,0.001,40.44268123,6257.0,14256.0,467.36853642145,0.890942265,6662805.85522419
2016-05-26,4.09849413782618,10848.0,562.0,3523159.0,6268.96619217082,49608.52733001,0.00261580595359945,0.001,15.3338545,5862.0,12900.0,620.796975654194,0.451671285,8008280.9859391
2016-05-27,4.44577970214468,24311.0,571.0,5881490.0,10300.3327495622,49646.8778970978,0.00268221921602599,0.001,24.77029446,9235.0,30163.0,826.774630909753,0.0157125,24938003.19213087
2016-05-28,4.54987967743778,23560.0,607.0,6328241.0,10425.4382207578,49646.8778970978,0.00292790170577845,0.001,23.20654892,7926.0,24527.0,613.95773300354,0.03670386,15058541.31737783
2016-05-29,4.50898107406016,18416.0,557.0,4302996.0,7725.30700179533,49566.1350733137,0.00322088737251244,0.001,20.71674758,6432.0,19262.0,523.507628091736,0.07033966,10083803.93230301
2016-05-30,4.57612782033687,15147.0,463.0,4411885.0,9528.90928725702,49475.8750345593,0.00300467916886544,0.001,20.49792129,6822.0,16128.0,909.174295920888,0.2014268,14663163.04461209
2016-05-31,4.6292846220459,17775.0,449.0,4822275.0,10740.0334075724,49475.8750345593,0.00257556477063092,0.001,20.94191715,8131.0,20777.0,868.663316797287,0.10793502,18048217.73309723
2016-06-01,4.72533015668994,16352.0,439.0,4050589.0,9226.85421412301,49475.8750345592,0.00258526417259166,0.001,18.54409991,7173.0,19344.0,465.386173723623,0.0770396,9002430.14450977
2016-06-02,4.71965872032083,20091.0,497.0,5564711.0,11196.6016096579,47679.327181373,0.00282470718589377,0.001,19.78424913,7004.0,15885.0,275.926681393799,0.22787955,4383095.3339405
2016-06-03,4.90322858592895,20020.0,577.0,6434177.0,11151.0866551127,40077.093107889,0.00278853676840215,0.0011,26.40465466,9469.0,21391.0,222.5132143405,0.3,4759780.16795764
2016-06-04,4.84388417222902,15671.0,609.0,3019901.0,4958.78653530378,40077.0931078891,0.0039066872495183,0.001,16.22056546,4152.0,17459.0,232.713822587057,0.01201358,4062950.62854743
2016-06-05,4.82740964882535,11972.0,559.0,2651971.0,4744.13416815742,40077.093107889,0.0046676582963595,0.001,16.41148657,3516.0,12806.0,299.2071331546,0.04850511,3831646.54717781
2016-06-06,4.9656849531743,16569.0,650.0,3619546.0,5568.53230769231,40901.7709374887,0.00540344157882571,0.001,23.37528827,4326.0,12457.0,347.437666073522,0.34774229,4328031.00627786
2016-06-07,4.79392713047355,17586.0,604.0,4682630.0,7752.69867549669,41207.9804269607,0.00545141548815166,0.001,23.00497336,4220.0,16107.0,345.513578997962,0.0293215,5565187.21692017
2016-06-08,4.7765943296392,9492.0,605.0,2645262.0,4372.33388429752,41207.9804269607,0.00495126285530712,0.001,19.26536377,3891.0,10230.0,412.540518088957,0.85674184,4220289.50005003
2016-06-09,4.74392323151945,15070.0,592.0,2941671.0,4969.03885135135,42547.8291437501,0.00584991164445629,0.001,21.94886849,3752.0,16123.0,255.298140030151,0.01271504,4116171.91170613
2016-06-10,4.86824558604988,13416.0,551.0,2645386.0,4801.06352087114,44270.4917796217,0.00535219064516129,0.001,19.57831338,3658.0,13550.0,452.621829132286,0.0509008,6133025.78474248
2016-06-11,5.04641416020519,15445.0,601.0,3097589.0,5154.05823627288,44270.4917796217,0.00667573621285792,0.001,24.71357546,3702.0,14090.0,389.347339203977,0.049072395,5485904.00938404
2016-06-12,5.27321970553935,13894.0,609.0,4039570.0,6633.11986863711,44272.6050796367,0.00620904092370256,0.001,32.06348733,5164.0,14125.0,861.268696244418,1.17843732,12165420.3344524
2016-06-13,5.29318101338303,22853.0,568.0,4846172.0,8531.99295774648,44592.2417068994,0.00675643208035223,0.001,36.82931127,5451.0,24274.0,311.78763329902,0.01,7568333.01070042
2016-06-14,5.17110280635965,14692.0,570.0,3747972.0,6575.38947368421,44592.2417068994,0.00508232031231469,0.001,25.71145846,5059.0,13824.0,660.841368144593,0.6,9135471.07323085
2016-06-15,5.24915493373853,18927.0,582.0,4170489.0,7165.78865979381,44592.2417068994,0.00468627921595068,0.001,24.32647541,5191.0,20172.0,293.624009696136,0.0163468,5922983.52359045
2016-06-16,5.70298480109716,19249.0,582.0,4363746.0,7497.84536082474,44420.7836286289,0.0040398638770389,0.001,25.75817208,6376.0,19209.0,486.982317460516,0.26150711,9354443.33609906
2016-06-17,5.61473608011102,19679.0,582.0,4512628.0,7753.65635738832,44248.1430808538,0.00378201953192142,0.001,24.64363927,6516.0,20155.0,1122.42935717964,0.25696791,22622563.69395557
2016-06-18,5.57856738991968,16264.0,645.0,3669416.0,5689.01705426357,44248.1430808538,0.00487486986731844,0.001,20.94244095,4296.0,15007.0,608.345865956971,0.11420478,9129446.41041627
2016-06-19,5.58320198746064,15861.0,632.0,3329707.0,5268.52373417722,44938.5560936279,0.00505091661589236,0.001,19.89556055,3939.0,14902.0,259.08868173559,0.04605927,3860939.53522376
2016-06-20,5.17726598476468,22278.0,554.0,4350702.0,7853.25270758123,47528.9026603513,0.00453566234439834,0.001,21.8618925,4820.0,20385.0,283.25122697582,0.01179243,5774076.26190209
2016-06-21,4.88287332397308,18123.0,590.0,3831782.0,6494.54576271186,47528.9026603513,0.00478461651503616,0.001,25.13837517,5254.0,18808.0,488.778016986037,0.06,9192936.94347338
2016-06-22,3.94361688262005,16610.0,578.0,3647416.0,6310.40830449827,47528.9026603513,0.00411641115309214,0.001,23.09718298,5611.0,17685.0,682.172178694264,0.49,12064214.98020806
2016-06-23,3.9040915037749,15209.0,511.0,3840345.0,7515.35225048924,47196.9259479717,0.00334697325584861,0.001,22.46153752,6711.0,18512.0,833.772975538069,2.56,15434805.32316073
2016-06-24,4.31720454269912,12370.0,564.0,3280814.0,5817.04609929078,47044.216660277,0.00390915507785796,0.001,20.58561064,5266.0,12955.0,1023.53769430534,3.5,13259930.82972572
2016-06-25,4.28051610418624,14907.0,529.0,2784677.0,5264.03969754253,47044.216660277,0.00439814306825712,0.001,19.91039367,4527.0,16446.0,535.463741560744,0.10022311,8806236.69370799
2016-06-26,4.08807039324477,12031.0,527.0,3838663.0,7283.99051233397,47044.216660277,0.00525948296703297,0.001,21.0589698,4004.0,10826.0,795.646171840966,1.1989,8613665.4563503
2016-06-27,4.17194694615498,14205.0,640.0,3006760.0,4698.0625,44130.4693830393,0.00445477343942993,0.001,18.75459618,4210.0,15425.0,490.449123121944,0.10067605,7565177.72415598
2016-06-28,4.09836943715598,18606.0,609.0,4050249.0,6650.65517241379,43904.8256544989,0.00494720507858316,0.001,21.08993525,4263.0,20072.0,427.129044788233,0.011738945,8573334.18698941
2016-06-29,4.0506166903977,10050.0,589.0,3290876.0,5587.22580645161,43904.8256544989,0.00378951410033168,0.00104004,18.28061602,4824.0,11231.0,511.265285722264,2.0,5742020.42394675
2016-06-30,4.20129638523495,17401.0,567.0,3531063.0,6227.62433862434,45362.9574782836,0.00404640970299241,0.001,18.11982265,4478.0,17161.0,351.566791788031,0.06866642,6033237.7138744
2016-07-01,4.2900667711269,16257.0,576.0,3370439.0,5851.45659722222,46315.2068325925,0.00490791253009205,0.001,20.79482539,4237.0,15282.0,543.981919447767,0.10900001,8313131.69300078
2016-07-02,4.62105081914558,12564.0,617.0,3354165.0,5436.24797406807,46315.2068325925,0.00444598398479087,0.001,17.53940682,3945.0,10375.0,829.369649460063,1.894,8604710.11314815
2016-07-03,4.31072577915366,13038.0,607.0,2709191.0,4463.2471169687,46636.839510836,0.00514546999715505,0.001,18.08632704,3515.0,14798.0,1023.15917511138,0.04267889,15140709.47329827
2016-07-04,4.52916310413178,14312.0,629.0,2849060.0,4529.50715421304,47852.4590821481,0.0064868225842412,0.001,25.60348874,3947.0,15405.0,692.726333515459,0.05815532,10671449.16780564
2016-07-05,4.42840963853468,13826.0,603.0,3018032.0,5005.02819237148,47852.4590821481,0.00497625780123584,0.001,19.3277853,3884.0,14020.0,752.862123858689,0.143035205,10555126.97649882
2016-07-06,4.49576349575123,10435.0,550.0,2574586.0,4681.06545454545,47852.459082148,0.00678663381382156,0.001,26.31856593,3878.0,10477.0,852.068757664499,1.30965641,8927124.37405096
2016-07-07,4.12981300515237,12691.0,480.0,2805431.0,5844.64791666667,48765.951733854,0.00669785582900331,0.001,28.35872158,4234.0,14901.0,784.158200793247,0.3,11684741.35002018
2016-07-08,4.26133489115148,9563.0,410.0,3145489.0,7671.9243902439,49027.9992237535,0.00507264710290237,0.001,19.22533252,3790.0,10909.0,804.50381313462,2.343262775,8776332.09748557
2016-07-09,4.15510522302273,14056.0,519.0,2555052.0,4923.0289017341,49027.9992237536,0.00453369922821577,0.001,16.38932271,3615.0,15527.0,529.36562517462,0.03694764,8219460.06208633
2016-07-10,4.1290648979302,11300.0,580.0,2528400.0,4359.31034482759,49027.9992237536,0.00845619236098721,0.001,28.43817491,3363.0,11358.0,659.811719601895,0.186184,7494141.51123832
2016-07-11,4.14240957959981,11974.0,653.0,2642844.0,4047.23430321593,43822.054122552,0.00702322766774892,0.001,25.95784946,3696.0,13430.0,518.372406341585,0.04648338,6961741.41716748
2016-07-12,4.20813122999801,13409.0,694.0,3178010.0,4579.265129683,42477.9372756138,0.00445734471841705,0.001,17.57085288,3942.0,12372.0,732.227354296014,0.46114583,9059116.82735028
2016-07-13,4.15536127112051,10583.0,639.0,2588022.0,4050.11267605634,42477.9372756137,0.0065623732477575,0.001,21.21615271,3233.0,11208.0,590.35252422133,0.182276125,6616671.09147267
2016-07-14,4.16378688050704,11742.0,620.0,2513800.0,4054.51612903226,47539.4941481748,0.00546573183199285,0.001,18.34846176,3357.0,11944.0,638.060501495364,0.182351,7620994.62986063
2016-07-15,4.17537042813766,12321.0,547.0,2863283.0,5234.521023766,49359.8786374293,0.00694445919934973,0.0011,34.17368372,4921.0,13936.0,353.321324698258,0.34,4923885.98099493
2016-07-16,4.17130196433108,14382.0,625.0,2845628.0,4553.0048,49359.8786374293,0.00352928000987898,0.00103734,14.29005476,4049.0,16428.0,325.692668141636,0.0190752,5350479.1522308
2016-07-17,4.21165649936925,10715.0,627.0,2346113.0,3741.80701754386,50254.62337947,0.0040630377824646,0.001,13.4852224,3319.0,11270.0,617.502605580744,0.16456092,6959254.36489499
2016-07-18,4.17891513088056,11895.0,592.0,2359253.0,3985.22466216216,51707.1796970934,0.00463165276958659,0.001,16.02088693,3459.0,13080.0,422.536787016313,0.03,5526781.17417338
2016-07-19,4.15808315876452,10176.0,569.0,2124720.0,3734.13005272408,51707.1796970934,0.00582377341045673,0.001,19.38151791,3328.0,11384.0,666.016253807675,0.2,7581929.03334657
2016-07-20,4.13279633792479,11283.0,534.0,2550133.0,4775.52996254682,51707.1796970935,0.00550593187129779,0.001,20.44903097,3714.0,11974.0,579.650360645917,0.2,6940733.41837421
2016-07-21,4.14358625984617,11410.0,531.0,2583088.0,4864.5725047081,50616.5224723665,0.00446721779021343,0.001,17.16305075,3842.0,12574.0,501.17761637485,0.148,6301807.34829736
2016-07-22,4.02747028360388,11568.0,548.0,2468884.0,4505.26277372263,50417.3378567148,0.00539995083992364,0.001,19.80161973,3667.0,13047.0,550.1922730563,0.12098218,7178358.58656555
2016-07-23,4.0656068104098,9753.0,529.0,2040340.0,3856.97542533081,50417.3378567148,0.00441656799593771,0.001,13.04654186,2954.0,10221.0,500.13087510102,0.15469931,5111837.67440752
2016-07-24,4.068645844903,15393.0,594.0,3000015.0,5050.5303030303,50005.5859151361,0.00369120562171629,0.001,12.64607046,3426.0,15563.0,587.786662867012,0.01363235,9147723.8341993
2016-07-25,4.03757550014767,12880.0,577.0,3000797.0,5200.68804159445,48065.6008057744,0.00361839511911357,0.001,13.06240638,3610.0,13471.0,459.613097714187,0.04289094,6191448.03930781
2016-07-26,3.9667037490365,11900.0,560.0,3305298.0,5902.31785714286,48065.6008057744,0.00370523678738816,0.001,17.39238148,4694.0,11928.0,833.042249129319,1.02237324,9936527.94761452
2016-07-27,3.97049514707399,8387.0,594.0,2237165.0,3766.27104377104,48065.6008057744,0.00424876730693625,0.001,15.12986038,3561.0,9842.0,747.94605334228,2.0,7361285.05699472
2016-07-28,3.96246610918698,10628.0,571.0,2193389.0,3841.31173380035,48035.8680252133,0.0042266966514658,0.001,12.97595872,3070.0,11792.0,408.964478210486,0.05807095,4822509.12705805
2016-07-29,4.08617062271302,11770.0,625.0,2548447.0,4077.5152,48022.068965517,0.00497658695411149,0.001,16.15897784,3247.0,11923.0,538.322924862868,0.12,6418424.23313998
2016-07-30,4.0721037997734,14406.0,563.0,2668679.0,4740.10479573712,48022.068965517,0.0040774565847511,0.001,12.9418472,3174.0,15414.0,395.487064537886,0.0111597,6096037.61278697
2016-07-31,3.95043420916497,11513.0,639.0,2521421.0,3945.88575899843,48629.6073428063,0.00589646059534884,0.001,19.01608542,3225.0,11352.0,513.58714762279,0.118,5830241.29981391
2016-08-01,3.85697299842913,10960.0,592.0,2895562.0,4891.15202702703,49953.4969410783,0.00444836869712352,0.001,18.4029013,4137.0,11695.0,926.705130634227,1.0,10837816.50276728
2016-08-02,3.57536648484762,17641.0,594.0,3840180.0,6464.94949494949,49953.4969410783,0.00422997627993718,0.001,21.54749917,5094.0,18662.0,755.362703432209,0.066697085,14096578.77145189
2016-08-03,3.77328158810782,12456.0,599.0,3290857.0,5493.91819699499,49953.4969410783,0.00334310694531741,0.001,15.95664945,4773.0,13736.0,789.14782596268,0.75385023,10839734.53742337
2016-08-04,3.80177159696094,11229.0,594.0,2801400.0,4716.16161616162,52212.0415695602,0.00316238972510373,0.001,12.19417478,3856.0,12062.0,728.521380532273,0.32181638,8787424.89198028
2016-08-05,3.7674907836892,11498.0,614.0,2428386.0,3955.02605863192,52332.176922139,0.00353011134727062,0.001,12.15770348,3444.0,11917.0,694.681332642665,0.16419847,8278517.44110264
2016-08-06,3.79595988110212,9440.0,566.0,2357976.0,4166.03533568905,52332.176922139,0.00362180817915691,0.001,12.37209674,3416.0,9877.0,631.086121719575,0.88095477,6233237.62422424
2016-08-07,3.79049881465112,12510.0,542.0,2760746.0,5093.62730627306,52706.9141979464,0.0039876590463065,0.001,14.46722702,3628.0,13727.0,678.339852966114,0.02636832,9311571.16166584
2016-08-08,3.79598642054812,19320.0,571.0,3217887.0,5635.5288966725,53084.4273054254,0.00551757237780333,0.001,19.19011673,3478.0,19343.0,185.899100429872,0.01014021,3595846.29961502
2016-08-09,3.74826516896676,13672.0,605.0,2699428.0,4461.86446280992,53084.4273054255,0.00921640414693593,0.001,26.46951271,2872.0,12485.0,281.820435177691,0.018736915,3518528.13319347
2016-08-10,3.73989571609554,12898.0,559.0,2339773.0,4185.6404293381,53084.4273054254,0.00598892916462775,0.001,17.13432634,2861.0,12378.0,335.280798875249,0.01741083,4150105.72847783
2016-08-11,3.74670777988376,14933.0,590.0,2912974.0,4937.24406779661,52868.9770496692,0.00627522548302108,0.001,21.43617025,3416.0,12572.0,503.060548247815,0.05123756,6324477.21257153
2016-08-12,3.69990157802351,12951.0,598.0,2588944.0,4329.33779264214,52864.8838669174,0.00587980602560455,0.001,20.66751818,3515.0,12781.0,315.549086972971,0.0949847,4033032.88060154
2016-08-13,3.71001509000197,12293.0,610.0,2478319.0,4062.81803278689,52864.8838669174,0.0068735617987152,0.001,22.46967352,3269.0,12176.0,496.629751531012,0.062236275,6046963.8546416
2016-08-14,3.64372011818706,17143.0,554.0,2683803.0,4844.40974729242,54107.9842165976,0.00995048640790402,0.001,28.19967848,2834.0,16368.0,213.663828258576,0.008700515,3497249.54093637
2016-08-15,3.57016907462845,11968.0,542.0,2771000.0,5112.54612546125,54983.8918476031,0.00530301909339824,0.001,17.43102376,3287.0,10092.0,591.74797210114,0.148,5971920.5344447
2016-08-16,3.62986755856489,14521.0,545.0,3286556.0,6030.37798165138,54983.8918476031,0.005063699320788,0.001,17.22164139,3401.0,15340.0,384.895305111725,0.011718225,5904293.98041386
2016-08-17,3.60663865747856,12536.0,508.0,2726168.0,5366.47244094488,54983.8918476031,0.00462922329597092,0.001,15.2810661,3301.0,11675.0,505.603659367788,0.069047,5902922.72311892
2016-08-18,3.60143361886483,11471.0,549.0,2037871.0,3711.96903460838,51339.2906430501,0.00422104069418386,0.001,13.49888814,3198.0,12818.0,291.763276568555,0.021303215,3739821.67905574
